doc_id,year,post2017,post2021,case_domain,contract_validity,contract_invalid,contract_invalid_strict,amount_master_cny,llm_top_case_amount_cny,regex_text_amount_max_cny,amount_master_source,amount_regex_fallback_flag,amount_llm_regex_conflict_flag,log_amount_master,high_amount,log_llm_case_amount,log_regex_text_max,amount_quartile,region_province,region_city,region_macro,region_source,region_big4,court_level_group,cause_group,activity_group
00480131-7b71-495c-b33f-b20d01432e9d,2023.0,1.0,1.0,民商事,无效,1.0,1.0,29330.16,29330.16,544123.0,llm_top_case_amount,0,0,10.286405711138276,0.0,10.286405711138276,13.206932441039907,Q1最低,四川,乐山市,西部,cpca_court,0,基层法院,买卖合同纠纷,场外交易(OTC)
0051f4d9-e45b-4084-be3e-ac5b00a74f9b,2020.0,1.0,0.0,民商事,未成立,1.0,1.0,50000.0,50000.0,50000.0,llm_top_case_amount,0,0,10.819798284210286,0.0,10.819798284210286,10.819798284210286,Q2,山东,枣庄市,东部,cpca_court,0,中级法院,民间借贷纠纷,委托理财/代投
00568c00-d718-4376-a780-aff10015beb9,2022.0,1.0,1.0,刑事,,,,900000.0,900000.0,30000.0,llm_top_case_amount,0,1,13.710151153416941,1.0,13.710151153416941,10.308985993422082,Q4最高,湖北,荆门市,中部,cpca_court,0,基层法院,帮助信息网络犯罪活动罪,技术服务
00625ad3-2104-47fe-8fbe-adac00e111f5,2021.0,1.0,1.0,民商事,有效,0.0,0.0,50000.0,50000.0,50000.0,llm_top_case_amount,0,0,10.819798284210286,0.0,10.819798284210286,10.819798284210286,Q2,湖南,衡阳市,中部,cpca_court,0,基层法院,民间借贷纠纷,委托理财/代投
00769a6e-cb03-46d4-abf4-acc600b68a60,2021.0,1.0,1.0,行政,,,,110000.0,110000.0,130000.0,llm_top_case_amount,0,0,11.608244735642321,0.0,11.608244735642321,11.775297421715827,Q2,浙江,金华市,东部,cpca_court,1,中级法院,其他,未分类
007723ea-379a-40ba-9725-ace200b896f2,2020.0,1.0,0.0,刑事,,,,1116765.8,1116765.8,7100000.0,llm_top_case_amount,0,0,13.92594828275467,1.0,13.92594828275467,15.775605482856605,Q4最高,河南,濮阳市,中部,cpca_court,0,基层法院,帮助信息网络犯罪活动罪,技术服务
007a3a11-a762-4486-b915-a7da0010c5df,2017.0,1.0,0.0,民商事,,,,320.0,320.0,180000.0,llm_top_case_amount,0,0,5.771441123130016,0.0,5.771441123130016,12.100717685412471,Q1最低,北京,市辖区,东部,cpca_court,1,基层法院,侵害作品信息网络传播权纠纷,未分类
0081fe44-39a9-448c-a965-b22100164ff7,2024.0,1.0,1.0,民商事,无效,1.0,1.0,150000.0,150000.0,350983.35,llm_top_case_amount,0,0,11.918397239722838,0.0,11.918397239722838,12.76849691455939,Q2,湖北,武汉市,中部,cpca_court,0,基层法院,其他,场外交易(OTC)
0082727d-3655-471e-af30-ae9b00405d03,2021.0,1.0,1.0,民商事,无效,1.0,1.0,80000.0,80000.0,250000.0,llm_top_case_amount,0,0,11.289794413577894,0.0,11.289794413577894,12.429220196836383,Q2,广东,茂名市,东部,cpca_court,1,中级法院,其他,未分类
0085de59-2374-4694-8043-ae4900c61445,2021.0,1.0,1.0,民商事,,,,135450.0,135450.0,135450.0,llm_top_case_amount,0,0,11.816365230284068,0.0,11.816365230284068,11.816365230284068,Q2,浙江,嘉兴市,东部,cpca_court,1,基层法院,不当得利纠纷,委托理财/代投
00899652-010c-4ec1-8c35-aa790175c510,2019.0,1.0,0.0,民商事,,,,4127.21,4127.21,36789.0,llm_top_case_amount,0,0,8.32559917796048,0.0,8.32559917796048,10.51298134809882,Q1最低,山东,德州市,东部,cpca_court,0,中级法院,其他,发币/ICO
00913bd1-2a4f-4c5d-b92e-af5000357917,2022.0,1.0,1.0,民商事,,,,8000.0,8000.0,5000000.0,llm_top_case_amount,0,0,8.987321812850125,0.0,8.987321812850125,15.424948670398354,Q1最低,广东,佛山市,东部,cpca_court,1,中级法院,侵害作品信息网络传播权纠纷,未分类
0092aa11-6f60-4026-bbac-ae7c01014e6b,2021.0,1.0,1.0,民商事,有效,0.0,0.0,60000.0,60000.0,1000000.0,llm_top_case_amount,0,0,11.002116507732017,0.0,11.002116507732017,13.815511557963774,Q2,河南,焦作市,中部,cpca_court,0,基层法院,民间借贷纠纷,虚拟货币借贷
0092ebed-18ef-4fe4-9052-b0fb00cac6aa,2023.0,1.0,1.0,刑事,,,,28278.0,28278.0,159658.48,llm_top_case_amount,0,0,10.24987475870638,0.0,10.24987475870638,11.980798576273529,Q1最低,湖南,永州市,中部,cpca_court,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪,场外交易(OTC)
00933878-740d-4d23-b3e0-aa5300c22d0a,2019.0,1.0,0.0,民商事,,,,130000.0,130000.0,130000.0,llm_top_case_amount,0,0,11.775297421715827,0.0,11.775297421715827,11.775297421715827,Q2,河南,许昌市,中部,cpca_court,0,中级法院,不当得利纠纷,未分类
00975cc0-642b-4b1c-9ed7-aef700227d91,2022.0,1.0,1.0,民商事,有效,0.0,0.0,3190.0,3190.0,6830.0,llm_top_case_amount,0,0,8.068089626278244,0.0,8.068089626278244,8.82922635473185,Q1最低,辽宁,沈阳市,东北,cpca_court,0,中级法院,合同纠纷,技术服务
009f8c7e-17af-483b-a6d8-a9bc003c76f5,2018.0,1.0,0.0,民商事,有效,0.0,0.0,169969.22,,169969.22,regex_text_amount_max,1,0,12.043378524216621,1.0,,12.043378524216621,Q3,北京,,东部,cpca_court,1,中级法院,合同纠纷,虚拟货币借贷
00a43770-3ba6-489d-a996-b1af00c618e8,2024.0,1.0,1.0,刑事,,,,2501551.45,2501551.45,2501551.45,llm_top_case_amount,0,0,14.732422077110131,1.0,14.732422077110131,14.732422077110131,Q4最高,浙江,宁波市,东部,cpca_court,1,基层法院,帮助信息网络犯罪活动罪,技术服务
00ac3559-ba5e-4332-aac6-ab79009a4ec0,2019.0,1.0,0.0,民商事,部分无效,1.0,1.0,10500.0,10500.0,50000.0,llm_top_case_amount,0,0,9.259225769705994,0.0,9.259225769705994,10.819798284210286,Q1最低,广东,佛山市,东部,cpca_court,1,中级法院,委托理财合同纠纷,委托理财/代投
00ad39b1-71d9-42f9-b4db-aa4e00b819fd,2019.0,1.0,0.0,刑事,,,,30000.0,30000.0,500000.0,llm_top_case_amount,0,0,10.308985993422082,0.0,10.308985993422082,13.122365377402328,Q1最低,江苏,扬州市,东部,cpca_court,0,基层法院,诈骗罪,场外交易(OTC)
00b32277-2f39-4803-a2d2-a70f00e83693,2017.0,1.0,0.0,刑事,,,,2245254.0,2245254.0,3110000.0,llm_top_case_amount,0,0,14.624329658454222,1.0,14.624329658454222,14.950133605698774,Q4最高,山东,潍坊市,东部,cpca_court,0,基层法院,组织、领导传销活动罪,未分类
00b44dc0-64fe-4513-a17e-af7b010aa539,2021.0,1.0,1.0,刑事,,,,1026000.0,1026000.0,1026000.0,llm_top_case_amount,0,0,13.841179279371246,1.0,13.841179279371246,13.841179279371246,Q4最高,湖南,,中部,case_number_prefix,0,基层法院,帮助信息网络犯罪活动罪,场外交易(OTC)
00b8c0a8-24f5-4937-a5ee-acbf003abf15,2020.0,1.0,0.0,刑事,,,,6410000.0,,6410000.0,regex_text_amount_max,1,0,15.673369984903081,1.0,,15.673369984903081,Q4最高,安徽,淮北市,中部,cpca_court,0,基层法院,诈骗罪,未分类
00ba538c-a627-4b54-9403-b10400330a76,2023.0,1.0,1.0,刑事,,,,309469.0,309469.0,1378290.0,llm_top_case_amount,0,0,12.642616435875603,1.0,12.642616435875603,14.136354883878145,Q3,内蒙古,鄂尔多斯市,西部,cpca_court,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪,技术服务
00c4b18b-aee6-4e31-96e0-ac29009fa5f6,2020.0,1.0,0.0,刑事,,,,16780000.0,16780000.0,20000000000.0,llm_top_case_amount,0,0,16.635698318598088,1.0,16.635698318598088,23.7189981105504,Q4最高,江西,鹰潭市,中部,cpca_court,0,基层法院,非法吸收公众存款罪,未分类
00c4f4d9-1578-480b-9056-b1b600fce05f,2024.0,1.0,1.0,民商事,,,,40000.0,40000.0,40000.0,llm_top_case_amount,0,0,10.596659732783579,0.0,10.596659732783579,10.596659732783579,Q1最低,吉林,长春市,东北,cpca_court,0,中级法院,其他,未分类
00da0c14-4a50-4870-99c6-cc02b42a0e90,2015.0,0.0,0.0,刑事,,,,26000.0,,26000.0,regex_text_amount_max,1,0,10.165890277802454,0.0,,10.165890277802454,Q1最低,重庆,市辖区,西部,cpca_court,0,基层法院,其他,其他
00e150db-5dbf-4e2b-948e-acc800d6ba1c,2021.0,1.0,1.0,刑事,,,,20010599.65,20010599.65,20010599.65,llm_top_case_amount,0,0,16.811772723600654,1.0,16.811772723600654,16.811772723600654,Q4最高,河南,许昌市,中部,cpca_court,0,基层法院,帮助信息网络犯罪活动罪,技术服务
00e7609d-2bba-410d-881a-ae17000257fb,2021.0,1.0,1.0,刑事,,,,91800000.0,91800000.0,91809980.0,llm_top_case_amount,0,0,18.335122866483964,1.0,18.335122866483964,18.335231575170727,Q4最高,福建,泉州市,东部,cpca_court,0,基层法院,帮助信息网络犯罪活动罪,未分类
00ed61a1-b138-4cd8-a130-abc100a1abcc,2020.0,1.0,0.0,刑事,,,,6270.0,6270.0,16270.0,llm_top_case_amount,0,0,8.74369111054302,0.0,8.74369111054302,9.69713966113932,Q1最低,山东,日照市,东部,cpca_court,0,基层法院,诈骗罪,虚拟货币交易
00ee5b5a-70aa-4de9-aba4-b24f00a7f013,2024.0,1.0,1.0,刑事,,,,121457.0,121457.0,163521.0,llm_top_case_amount,0,0,11.707323802989633,0.0,11.707323802989633,12.004702816842444,Q2,陕西,安康市,西部,cpca_court,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪,场外交易(OTC)
00eee110-d3b2-4e83-947b-aca700a8a208,2020.0,1.0,0.0,刑事,,,,7759789.0,7759789.0,7759789.0,llm_top_case_amount,0,0,15.864465829937552,1.0,15.864465829937552,15.864465829937552,Q4最高,浙江,台州市,东部,cpca_court,1,基层法院,开设赌场罪,未分类
00f00c7f-4d90-46b8-9eea-ad7901678406,2021.0,1.0,1.0,民商事,无效,1.0,1.0,15500.0,15500.0,31000.0,llm_top_case_amount,0,0,9.648659816955295,0.0,9.648659816955295,10.34177474101152,Q1最低,四川,成都市,西部,cpca_court,0,中级法院,民间委托理财合同纠纷,委托理财/代投
00f16d59-4396-471f-8217-b23e002a3b9b,2024.0,1.0,1.0,民商事,有效,0.0,0.0,202634.0,202634.0,607902.0,llm_top_case_amount,0,0,12.219161610071891,1.0,12.219161610071891,13.317770608746844,Q3,广东,广州市,东部,cpca_court,1,基层法院,网络服务合同纠纷,未分类
00f1ea9e-c64d-488b-a4bf-a9210115a534,2017.0,1.0,0.0,民商事,,,,9000.0,9000.0,10000000.0,llm_top_case_amount,0,0,9.105090961257085,0.0,9.105090961257085,16.118095750958314,Q1最低,广东,广州市,东部,cpca_court,1,基层法院,侵害作品信息网络传播权纠纷,未分类
00f77e9d-5d96-403f-97a8-ace000a18989,2020.0,1.0,0.0,民商事,,,,47561.0,47561.0,57561.0,llm_top_case_amount,0,0,10.76978940206521,0.0,10.76978940206521,10.960617906749297,Q2,河南,安阳市,中部,cpca_court,0,基层法院,合同纠纷,未分类
00f8ad61-f2f7-4e1a-9085-b107016c2172,2023.0,1.0,1.0,刑事,,,,5000.0,5000.0,5000.0,llm_top_case_amount,0,0,8.517393171418904,0.0,8.517393171418904,8.517393171418904,Q1最低,贵州,黔东南苗族侗族自治州,西部,cpca_court,0,基层法院,诈骗罪,未分类
00fd21d3-2ea8-45fa-92c0-adee013cf884,2021.0,1.0,1.0,刑事,,,,138196.0,138196.0,30000.0,llm_top_case_amount,0,1,11.836435482410048,0.0,11.836435482410048,10.308985993422082,Q2,湖南,湘潭市,中部,cpca_court,0,基层法院,诈骗罪,发币/ICO
0107ca59-f15f-42b5-8d98-b1c50025b718,2023.0,1.0,1.0,民商事,有效,0.0,0.0,58427.57,58427.57,58427.57,llm_top_case_amount,0,0,10.975560261519748,0.0,10.975560261519748,10.975560261519748,Q2,广东,佛山市,东部,cpca_court,1,基层法院,其他,未分类
0110c03d-720a-41bd-ae65-ac0f0123a617,2020.0,1.0,0.0,刑事,无效,1.0,1.0,30000.0,30000.0,30000.0,llm_top_case_amount,0,0,10.308985993422082,0.0,10.308985993422082,10.308985993422082,Q1最低,广东,东莞市,东部,cpca_court,1,基层法院,组织、领导传销活动罪,发币/ICO
01128fcc-f493-4cbe-9420-abd5005f2df0,2020.0,1.0,0.0,民商事,未成立,1.0,1.0,180000.0,180000.0,180000.0,llm_top_case_amount,0,0,12.100717685412471,1.0,12.100717685412471,12.100717685412471,Q3,浙江,杭州市,东部,cpca_court,1,基层法院,民间借贷纠纷,挖矿
01136d97-bc6b-4923-81d4-ab2f00edd3cc,2019.0,1.0,0.0,民商事,,,,103800.0,103800.0,103800.0,llm_top_case_amount,0,0,11.550230883578887,0.0,11.550230883578887,11.550230883578887,Q2,陕西,安康市,西部,cpca_court,0,基层法院,不当得利纠纷,场外交易(OTC)
011eca99-a16e-4777-a9de-ac86009d6373,2020.0,1.0,0.0,民商事,有效,0.0,0.0,70000.0,70000.0,70000.0,llm_top_case_amount,0,0,11.156264806643742,0.0,11.156264806643742,11.156264806643742,Q2,福建,龙岩市,东部,cpca_court,0,基层法院,合同纠纷,虚拟货币借贷
011fa472-61a6-45d5-9e18-b14100335645,2024.0,1.0,1.0,刑事,,,,49876.0,49876.0,49876.0,llm_top_case_amount,0,0,10.817315253638798,0.0,10.817315253638798,10.817315253638798,Q2,广西,贵港市,西部,cpca_court,0,基层法院,诈骗罪,技术服务
012181c5-7ec9-4c0b-b9d0-aab6009bfa80,2019.0,1.0,0.0,民商事,,,,140000.0,140000.0,140000.0,llm_top_case_amount,0,0,11.849404844423074,0.0,11.849404844423074,11.849404844423074,Q2,山东,临沂市,东部,cpca_court,0,基层法院,买卖合同纠纷,其他
012eba41-d46d-4601-a29a-ae67010b34e5,2022.0,1.0,1.0,刑事,,,,16272.0,16272.0,16272.0,llm_top_case_amount,0,0,9.697262571660614,0.0,9.697262571660614,9.697262571660614,Q1最低,陕西,延安市,西部,cpca_court,0,基层法院,盗窃罪,挖矿
012f917c-379c-42cd-a248-aea300122ff6,2022.0,1.0,1.0,民商事,部分无效,1.0,1.0,61000.0,61000.0,160000.0,llm_top_case_amount,0,0,11.0186455364637,0.0,11.0186455364637,11.982935344196433,Q2,安徽,淮北市,中部,cpca_court,0,基层法院,民间借贷纠纷,虚拟货币借贷
0131269d-e9f9-4b80-afce-aba30121e9f8,2020.0,1.0,0.0,刑事,,,,15976050.0,15976050.0,15976050.0,llm_top_case_amount,0,0,16.586601346361125,1.0,16.586601346361125,16.586601346361125,Q4最高,新疆,伊犁哈萨克自治州,西部,cpca_court,0,基层法院,组织、领导传销活动罪,发币/ICO
0135db38-2a16-4e36-9ca6-ae45006b29c9,2021.0,1.0,1.0,民商事,未成立,1.0,1.0,21740.0,21740.0,21740.0,llm_top_case_amount,0,0,9.986955157777391,0.0,9.986955157777391,9.986955157777391,Q1最低,四川,雅安市,西部,cpca_court,0,基层法院,不当得利纠纷,虚拟货币投资
0136fe38-b7fd-4784-a26a-ac9300e15b10,2020.0,1.0,0.0,民商事,无效,1.0,1.0,59349.9,59349.9,72756.3,llm_top_case_amount,0,0,10.991222564202534,0.0,10.991222564202534,11.194884523642264,Q2,山东,济南市,东部,cpca_court,0,基层法院,民间委托理财合同纠纷,委托理财/代投
013d3bdd-025c-485a-b9d5-ad4400a85769,2021.0,1.0,1.0,民商事,未成立,1.0,1.0,18000.0,18000.0,18000.0,llm_top_case_amount,0,0,9.798182590890704,0.0,9.798182590890704,9.798182590890704,Q1最低,吉林,延边朝鲜族自治州,东北,cpca_court,0,基层法院,民间借贷纠纷,未分类
01452d16-aa9a-48f8-bf4e-ae0100ab9b22,2021.0,1.0,1.0,刑事,,,,26734820.92,26734820.92,26734820.92,llm_top_case_amount,0,0,17.10147746541142,1.0,17.10147746541142,17.10147746541142,Q4最高,广东,深圳市,东部,cpca_court,1,基层法院,帮助信息网络犯罪活动罪,技术服务
014e8636-bf8c-4ef2-b0ea-a9a1013df1a8,2018.0,1.0,0.0,民商事,有效,0.0,0.0,60300.0,60300.0,67000.0,llm_top_case_amount,0,0,11.007103966325696,0.0,11.007103966325696,11.112462823634855,Q2,北京,,东部,cpca_court,1,中级法院,其他,未分类
01561eee-0895-46eb-b84c-ae0b009f5d85,2021.0,1.0,1.0,刑事,,,,30000.0,30000.0,200000.0,llm_top_case_amount,0,0,10.308985993422082,0.0,10.308985993422082,12.206077645517674,Q1最低,河北,张家口市,东部,cpca_court,0,基层法院,帮助信息网络犯罪活动罪,技术服务
015f1d05-5d98-446f-a08d-aef70015160e,2022.0,1.0,1.0,刑事,,,,200000.0,200000.0,8707009.31,llm_top_case_amount,0,0,12.206077645517674,1.0,12.206077645517674,15.979639041914796,Q3,湖南,常德市,中部,cpca_court,0,基层法院,帮助信息网络犯罪活动罪,其他
01686f4c-0cac-4ec7-a75d-af02009d7d4d,2022.0,1.0,1.0,民商事,,,,60000.0,60000.0,80500.0,llm_top_case_amount,0,0,11.002116507732017,0.0,11.002116507732017,11.296024885689746,Q2,辽宁,沈阳市,东北,cpca_court,0,中级法院,民间借贷纠纷,未分类
016926bb-2924-4b72-bf8a-adb2013a38fd,2021.0,1.0,1.0,民商事,有效,0.0,0.0,30000.0,30000.0,53825.0,llm_top_case_amount,0,0,10.308985993422082,0.0,10.308985993422082,10.893511900787338,Q1最低,湖南,郴州市,中部,cpca_court,0,中级法院,其他,未分类
0172e4cd-ca27-487c-a42d-af800011a8b7,2022.0,1.0,1.0,民商事,有效,0.0,0.0,4400.0,4400.0,5160.0,llm_top_case_amount,0,0,8.38958706681109,0.0,8.38958706681109,8.548885638148727,Q1最低,安徽,芜湖市,中部,cpca_court,0,基层法院,买卖合同纠纷,买卖合同
017dd5b3-5344-4063-9a4e-a850010076a9,2017.0,1.0,0.0,刑事,,,,13200.0,13200.0,3819.0,llm_top_case_amount,0,1,9.488047863280759,0.0,9.488047863280759,8.24800570160062,Q1最低,江苏,无锡市,东部,cpca_court,0,基层法院,诈骗罪,其他
018017e3-ba45-42bb-a908-acde010c1f0b,2021.0,1.0,1.0,民商事,有效,0.0,0.0,832491.4,832491.4,2950000.0,llm_top_case_amount,0,0,13.632179371665936,1.0,13.632179371665936,14.897316067298997,Q4最高,上海,,东部,cpca_court,1,中级法院,民间借贷纠纷,虚拟货币借贷
0180600f-2325-4c55-ad7a-ae160158921b,2021.0,1.0,1.0,民商事,未成立,1.0,1.0,115500.0,115500.0,115500.0,llm_top_case_amount,0,0,11.657034466915164,0.0,11.657034466915164,11.657034466915164,Q2,福建,南平市,东部,cpca_court,0,中级法院,民间借贷纠纷,委托理财/代投
0182866d-e232-4c08-a979-ae9d00fd5332,2022.0,1.0,1.0,刑事,,,,9325092.65,9325092.65,9325092.65,llm_top_case_amount,0,0,16.048219566339167,1.0,16.048219566339167,16.048219566339167,Q4最高,河南,驻马店市,中部,cpca_court,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪,场外交易(OTC)
01829bc4-e452-4c6e-937e-ac86000a2e13,2020.0,1.0,0.0,行政,,,,200.0,200.0,100.0,llm_top_case_amount,0,1,5.303304908059076,0.0,5.303304908059076,4.61512051684126,Q1最低,北京,,东部,cpca_court,1,高级法院,其他,未分类
01930869-60ad-4a1f-b27c-ac1c010987bc,2020.0,1.0,0.0,民商事,有效,0.0,0.0,65000.0,65000.0,180000.0,llm_top_case_amount,0,0,11.082157933374816,0.0,11.082157933374816,12.100717685412471,Q2,河南,郑州市,中部,cpca_court,0,基层法院,其他,未分类
019acff4-6b5a-491d-94d2-ac9300a318b1,2020.0,1.0,0.0,刑事,,,,10000.0,,10000.0,regex_text_amount_max,1,0,9.210440366976517,0.0,,9.210440366976517,Q1最低,山东,日照市,东部,cpca_court,0,基层法院,走私、贩卖、运输、制造毒品罪,未分类
019eb4ab-bd0f-49b9-a919-ac9800c67c56,2020.0,1.0,0.0,刑事,,,,35999.0,35999.0,107389.0,llm_top_case_amount,0,1,10.491274217438248,0.0,10.491274217438248,11.584222346852263,Q1最低,河南,驻马店市,中部,cpca_court,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪,场外交易(OTC)
01ae1b8d-8519-41bd-b46b-af9b002b60e8,2022.0,1.0,1.0,刑事,,,,250000.0,250000.0,360000.0,llm_top_case_amount,0,0,12.429220196836383,1.0,12.429220196836383,12.793862088206213,Q3,江西,上饶市,中部,cpca_court,0,基层法院,盗窃罪,未分类
01b5c267-207d-4376-b901-b1d700176e20,2024.0,1.0,1.0,刑事,,,,21868181.16,21868181.16,21868181.16,llm_top_case_amount,0,0,16.90054326894221,1.0,16.90054326894221,16.90054326894221,Q4最高,湖南,衡阳市,中部,cpca_court,0,基层法院,帮助信息网络犯罪活动罪,技术服务
01b6213d-bc39-49cd-849f-a9c400387179,2018.0,1.0,0.0,刑事,,,,495000.0,495000.0,495000.0,llm_top_case_amount,0,0,13.112315061750808,1.0,13.112315061750808,13.112315061750808,Q3,广西,桂林市,西部,cpca_court,0,基层法院,组织、领导传销活动罪,发币/ICO
01bfa303-6242-4209-bbcd-a9b600cdf800,2018.0,1.0,0.0,刑事,,,,20000.0,,20000.0,regex_text_amount_max,1,0,9.90353755128617,0.0,,9.90353755128617,Q1最低,广东,深圳市,东部,cpca_court,1,基层法院,组织、领导传销活动罪,未分类
01d49922-96ea-4a2f-92c9-ab2d0145231c,2019.0,1.0,0.0,刑事,,,,420957.86,420957.86,420957.86441,llm_top_case_amount,0,0,12.950290388174672,1.0,12.950290388174672,12.950290398650754,Q3,广东,中山市,东部,cpca_court,1,基层法院,开设赌场罪,未分类
01d55157-fc15-4ee6-9895-ab800111ee35,2019.0,1.0,0.0,民商事,有效,0.0,0.0,6520.0,6520.0,7600.0,llm_top_case_amount,0,0,8.782783017393202,0.0,8.782783017393202,8.936035096566041,Q1最低,江苏,宿迁市,东部,cpca_court,0,基层法院,委托理财合同纠纷,委托理财/代投
01d72974-fa13-4510-b792-ae0400c667ba,2021.0,1.0,1.0,刑事,,,,7320000.0,7320000.0,163530.0,llm_top_case_amount,0,1,15.806121022549506,1.0,15.806121022549506,12.004757853793656,Q4最高,浙江,金华市,东部,cpca_court,1,基层法院,帮助信息网络犯罪活动罪,未分类
01d7a384-06a4-4d33-aab9-af9c00fedb13,2022.0,1.0,1.0,刑事,,,,5595587.92,5595587.92,5000000.0,llm_top_case_amount,0,1,15.53748915245521,1.0,15.53748915245521,15.424948670398354,Q4最高,安徽,淮南市,中部,cpca_court,0,基层法院,帮助信息网络犯罪活动罪,未分类
01da1e1a-e5e5-4480-8120-ad9c00f2bc45,2021.0,1.0,1.0,民商事,无效,1.0,1.0,44160.0,44160.0,48200.0,llm_top_case_amount,0,0,10.69559732562212,0.0,10.69559732562212,10.783135046711445,Q2,浙江,绍兴市,东部,cpca_court,1,基层法院,买卖合同纠纷,发币/ICO
01da65ae-5804-441c-98a1-ac960122dbc2,2020.0,1.0,0.0,民商事,有效,0.0,0.0,58750.0,58750.0,62936.0,llm_top_case_amount,0,0,10.981063453138141,0.0,10.981063453138141,11.049889505040086,Q2,江苏,常州市,东部,cpca_court,0,基层法院,合同纠纷,技术服务
01e8dee3-d945-4c32-b9eb-ae0b00b84c03,2021.0,1.0,1.0,刑事,无效,1.0,1.0,84939532.34,84939532.34,48066709.5,llm_top_case_amount,0,1,18.257450188838547,1.0,18.257450188838547,17.688100406074476,Q4最高,湖北,孝感市,中部,cpca_court,0,基层法院,开设赌场罪,虚拟货币借贷
01e96f45-823f-450e-9c2f-a747009005f3,2016.0,0.0,0.0,刑事,,,,92888.4,92888.4,500000.0,llm_top_case_amount,0,0,11.439164817107825,0.0,11.439164817107825,13.122365377402328,Q2,河北,邯郸市,东部,cpca_court,0,基层法院,其他,虚拟货币交易
01fcda89-9d71-49f9-8868-aefc0022be0d,2022.0,1.0,1.0,民商事,无效,1.0,1.0,285000.0,285000.0,500000.0,llm_top_case_amount,0,0,12.560247968016562,1.0,12.560247968016562,13.122365377402328,Q3,辽宁,沈阳市,东北,cpca_court,0,中级法院,合同纠纷,发币/ICO
