doc_id,raw_court_for_region,raw_case_number_for_region,region_province,region_city,region_district,region_adcode,region_macro,region_source
00ac3559-ba5e-4332-aac6-ab79009a4ec0,广东省佛山市中级人民法院,(2019)粤06民终11306号,广东,佛山市,,440600,东部,cpca_court
00ad39b1-71d9-42f9-b4db-aa4e00b819fd,宝应县人民法院,(2019)苏1023刑初189号,江苏,扬州市,宝应县,321023,东部,cpca_court
00b32277-2f39-4803-a2d2-a70f00e83693,青州市人民法院,(2016)鲁0781刑初第522号,山东,潍坊市,青州市,370781,东部,cpca_court
00b44dc0-64fe-4513-a17e-af7b010aa539,宁乡市人民法院,（2021）湘0182刑初655号,湖南,,,,中部,case_number_prefix
00b8c0a8-24f5-4937-a5ee-acbf003abf15,淮北市相山区人民法院,（2020）皖0603刑初434号,安徽,淮北市,相山区,340603,中部,cpca_court
00ba538c-a627-4b54-9403-b10400330a76,鄂尔多斯市东胜区人民法院,（2023）内0602刑初326号,内蒙古,鄂尔多斯市,东胜区,150602,西部,cpca_court
00c4b18b-aee6-4e31-96e0-ac29009fa5f6,贵溪市人民法院,(2020)赣0681刑初242号,江西,鹰潭市,贵溪市,360681,中部,cpca_court
00c4f4d9-1578-480b-9056-b1b600fce05f,吉林省长春市中级人民法院,(2024)吉01民终4116号,吉林,长春市,,220100,东北,cpca_court
00da0c14-4a50-4870-99c6-cc02b42a0e90,南岸区人民法院,(2015)南法刑初字第00848号,重庆,市辖区,南岸区,500108,西部,cpca_court
00e150db-5dbf-4e2b-948e-acc800d6ba1c,许昌市魏都区人民法院,(2020)豫1002刑初597号,河南,许昌市,魏都区,411002,中部,cpca_court
00e7609d-2bba-410d-881a-ae17000257fb,石狮市人民法院,（2021）闽0581刑初1132号,福建,泉州市,石狮市,350581,东部,cpca_court
00ed61a1-b138-4cd8-a130-abc100a1abcc,五莲县人民法院,（2020）鲁1121刑初26号,山东,日照市,五莲县,371121,东部,cpca_court
00ee5b5a-70aa-4de9-aba4-b24f00a7f013,岚皋县人民法院,(2024)陕0925刑初79号,陕西,安康市,岚皋县,610925,西部,cpca_court
00eee110-d3b2-4e83-947b-aca700a8a208,天台县人民法院,(2020)浙1023刑初320号,浙江,台州市,天台县,331023,东部,cpca_court
00f00c7f-4d90-46b8-9eea-ad7901678406,四川省成都市中级人民法院,(2021)川01民终6652号,四川,成都市,,510100,西部,cpca_court
00f16d59-4396-471f-8217-b23e002a3b9b,广州互联网法院,(2024)粤0192民初10766号,广东,广州市,,440100,东部,cpca_court
00f1ea9e-c64d-488b-a4bf-a9210115a534,广州市黄埔区人民法院,(2017)粤0112民初3516号,广东,广州市,黄埔区,440112,东部,cpca_court
00f77e9d-5d96-403f-97a8-ace000a18989,林州市人民法院,(2020)豫0581民初986号,河南,安阳市,林州市,410581,中部,cpca_court
00f8ad61-f2f7-4e1a-9085-b107016c2172,榕江县人民法院,(2023)黔2632刑初141号,贵州,黔东南苗族侗族自治州,榕江县,522632,西部,cpca_court
00fd21d3-2ea8-45fa-92c0-adee013cf884,湘潭市雨湖区人民法院,（2021）湘0302刑初581号,湖南,湘潭市,雨湖区,430302,中部,cpca_court
0107ca59-f15f-42b5-8d98-b1c50025b718,佛山市禅城区人民法院,（2023）粤0604民初10780号,广东,佛山市,禅城区,440604,东部,cpca_court
0110c03d-720a-41bd-ae65-ac0f0123a617,东莞市第二人民法院,(2020)粤1972刑初1703号,广东,东莞市,,441900,东部,cpca_court
01128fcc-f493-4cbe-9420-abd5005f2df0,杭州市拱墅区人民法院,(2019)浙0105民初7754号,浙江,杭州市,拱墅区,330105,东部,cpca_court
01136d97-bc6b-4923-81d4-ab2f00edd3cc,汉阴县人民法院,（2019）陕0921民初1112号,陕西,安康市,汉阴县,610921,西部,cpca_court
011eca99-a16e-4777-a9de-ac86009d6373,上杭县人民法院,(2020)闽0823民初1901号,福建,龙岩市,上杭县,350823,东部,cpca_court
011fa472-61a6-45d5-9e18-b14100335645,广西壮族自治区贵港市港北区人民法院,(2024)桂0802刑初11号,广西,贵港市,港北区,450802,西部,cpca_court
012181c5-7ec9-4c0b-b9d0-aab6009bfa80,临沂市罗庄区人民法院,(2019)鲁1311民初1617号,山东,临沂市,罗庄区,371311,东部,cpca_court
012eba41-d46d-4601-a29a-ae67010b34e5,吴起县人民法院,(2022)陕0626刑初14号,陕西,延安市,吴起县,610626,西部,cpca_court
012f917c-379c-42cd-a248-aea300122ff6,淮北市相山区人民法院,（2022）皖0603民初687号,安徽,淮北市,相山区,340603,中部,cpca_court
0131269d-e9f9-4b80-afce-aba30121e9f8,伊宁市人民法院,(2020)新4002刑初110号,新疆,伊犁哈萨克自治州,伊宁市,654002,西部,cpca_court
0135db38-2a16-4e36-9ca6-ae45006b29c9,芦山县人民法院,(2021)川1826民初1093号,四川,雅安市,芦山县,511826,西部,cpca_court
0136fe38-b7fd-4784-a26a-ac9300e15b10,济南市历下区人民法院,(2020)鲁0102民初4037号,山东,济南市,历下区,370102,东部,cpca_court
013d3bdd-025c-485a-b9d5-ad4400a85769,延吉市人民法院,（2021）吉2401民初2351号,吉林,延边朝鲜族自治州,延吉市,222401,东北,cpca_court
01452d16-aa9a-48f8-bf4e-ae0100ab9b22,深圳市宝安区人民法院,(2021)粤0306刑初795号,广东,深圳市,宝安区,440306,东部,cpca_court
014e8636-bf8c-4ef2-b0ea-a9a1013df1a8,北京知识产权法院,(2018)京73民初233号,北京,,,110000,东部,cpca_court
01561eee-0895-46eb-b84c-ae0b009f5d85,涿鹿县人民法院,(2021)冀0731刑初181号,河北,张家口市,涿鹿县,130731,东部,cpca_court
015f1d05-5d98-446f-a08d-aef70015160e,安乡县人民法院,(2022)湘0721刑初101号,湖南,常德市,安乡县,430721,中部,cpca_court
01686f4c-0cac-4ec7-a75d-af02009d7d4d,辽宁省沈阳市中级人民法院,（2022）辽01民终6772号,辽宁,沈阳市,,210100,东北,cpca_court
016926bb-2924-4b72-bf8a-adb2013a38fd,湖南省郴州市中级人民法院,（2021）湘10民终2049号,湖南,郴州市,,431000,中部,cpca_court
0172e4cd-ca27-487c-a42d-af800011a8b7,南陵县人民法院,（2022）皖0223民初4491号,安徽,芜湖市,南陵县,340223,中部,cpca_court
017dd5b3-5344-4063-9a4e-a850010076a9,无锡市新吴区人民法院,(2017)苏0214刑初477号,江苏,无锡市,新吴区,320214,东部,cpca_court
018017e3-ba45-42bb-a908-acde010c1f0b,上海市第一中级人民法院,(2020)沪01民终12370号,上海,,,310000,东部,cpca_court
0180600f-2325-4c55-ad7a-ae160158921b,福建省南平市中级人民法院,（2021）闽07民终2157号,福建,南平市,,350700,东部,cpca_court
0182866d-e232-4c08-a979-ae9d00fd5332,正阳县人民法院,（2022）豫1724刑初90号,河南,驻马店市,正阳县,411724,中部,cpca_court
01829bc4-e452-4c6e-937e-ac86000a2e13,北京市高级人民法院,（2020）京行终5167号,北京,,,110000,东部,cpca_court
01930869-60ad-4a1f-b27c-ac1c010987bc,郑州市金水区人民法院,(2020)豫0105民初8630号,河南,郑州市,金水区,410105,中部,cpca_court
019acff4-6b5a-491d-94d2-ac9300a318b1,日照市岚山区人民法院,(2020)鲁1103刑初304号,山东,日照市,岚山区,371103,东部,cpca_court
019eb4ab-bd0f-49b9-a919-ac9800c67c56,泌阳县人民法院,（2020）豫1726刑初430号,河南,驻马店市,泌阳县,411726,中部,cpca_court
01ae1b8d-8519-41bd-b46b-af9b002b60e8,上饶市信州区人民法院,（2022）赣1102刑初456号,江西,上饶市,信州区,361102,中部,cpca_court
01b5c267-207d-4376-b901-b1d700176e20,衡东县人民法院,(2023)湘0424刑初250号,湖南,衡阳市,衡东县,430424,中部,cpca_court
01b6213d-bc39-49cd-849f-a9c400387179,灵川县人民法院,(2018)桂0323刑初51号,广西,桂林市,灵川县,450323,西部,cpca_court
01bfa303-6242-4209-bbcd-a9b600cdf800,深圳市罗湖区人民法院,(2018)粤0303刑初503号,广东,深圳市,罗湖区,440303,东部,cpca_court
01d49922-96ea-4a2f-92c9-ab2d0145231c,中山市第二人民法院,(2019)粤2072刑初1459号,广东,中山市,,442000,东部,cpca_court
01d55157-fc15-4ee6-9895-ab800111ee35,沭阳县人民法院,(2019)苏1322民初16704号,江苏,宿迁市,沭阳县,321322,东部,cpca_court
01d72974-fa13-4510-b792-ae0400c667ba,金华市婺城区人民法院,（2021）浙0702刑初461号,浙江,金华市,婺城区,330702,东部,cpca_court
01d7a384-06a4-4d33-aab9-af9c00fedb13,寿县人民法院,(2022)皖0422刑初360号,安徽,淮南市,寿县,340422,中部,cpca_court
01da1e1a-e5e5-4480-8120-ad9c00f2bc45,嵊州市人民法院,(2021)浙0683民初1529号,浙江,绍兴市,嵊州市,330683,东部,cpca_court
01da65ae-5804-441c-98a1-ac960122dbc2,溧阳市人民法院,（2020）苏0481民初2469号,江苏,常州市,溧阳市,320481,东部,cpca_court
01e8dee3-d945-4c32-b9eb-ae0b00b84c03,安陆市人民法院,(2021)鄂0982刑初31号,湖北,孝感市,安陆市,420982,中部,cpca_court
01e96f45-823f-450e-9c2f-a747009005f3,邯郸市邯山区人民法院,(2016)冀0402刑初112号,河北,邯郸市,邯山区,130402,东部,cpca_court
01fcda89-9d71-49f9-8868-aefc0022be0d,辽宁省沈阳市中级人民法院,(2022)辽01民终7621号,辽宁,沈阳市,,210100,东北,cpca_court
020db0d3-ea18-4063-8a7b-b21f00e2e5ee,上海市徐汇区人民法院,(2024)沪0104刑初780号,上海,市辖区,徐汇区,310104,东部,cpca_court
021fd753-acf5-44f3-9f30-adc80099e850,东莞市第一人民法院,（2021）粤1971刑初1498号,广东,东莞市,,441900,东部,cpca_court
02251d00-3494-491b-8c88-abad012de07c,宁远县人民法院,(2019)湘1126刑初302号,湖南,永州市,宁远县,431126,中部,cpca_court
02266a4a-ae5e-43b2-87e7-a9f10164b3cc,马鞍山市雨山区人民法院,（2019）皖0504刑初11号,安徽,马鞍山市,雨山区,340504,中部,cpca_court
0228a7a1-60bc-4e28-a9af-ab3400178796,易县人民法院,(2018)冀0633刑初39号,河北,保定市,易县,130633,东部,cpca_court
022a4622-f25e-4743-9c29-39f83ee3c175,北京互联网法院,(2023)京0491民初16021号,北京,,,110000,东部,cpca_court
02339be5-5eab-4a85-b5c2-a998010d5150,涟源市人民法院,(2018)湘1382刑初355号,湖南,娄底市,涟源市,431382,中部,cpca_court
0233c92c-3a6e-495a-a64a-086ac1a7a0d7,广州市天河区人民法院,(2015)穗天法知民初字第933号,广东,广州市,天河区,440106,东部,cpca_court
02356923-5102-4bda-9c3a-ae0c011c4f2c,武冈市人民法院,(2021)湘0581刑初428号,湖南,邵阳市,武冈市,430581,中部,cpca_court
023e6f46-653d-4fcb-8e50-aa0e00420d0f,哈尔滨市香坊区人民法院,(2017)黑0110刑初230号,黑龙江,哈尔滨市,香坊区,230110,东北,cpca_court
024330a1-a171-4d78-ba8b-aa8600cc5db9,马鞍山市花山区人民法院,(2018)皖0503刑初379号,安徽,马鞍山市,花山区,340503,中部,cpca_court
02486919-9965-4935-af28-a976017e87c7,桂阳县人民法院,(2018)湘1021刑初205号,湖南,郴州市,桂阳县,431021,中部,cpca_court
0248a5e3-27df-4b83-8591-ac9b00c9dda6,武汉东湖新技术开发区人民法院,(2020)鄂0192刑初641号,湖北,武汉市,,420100,中部,cpca_court
024fd749-083a-49e7-b717-aaa400b10a39,济南市槐荫区人民法院,(2019)鲁0104民初835号,山东,济南市,槐荫区,370104,东部,cpca_court
02525d32-49ae-49b2-961a-a9f300fcd3fc,常州市武进区人民法院,(2018)苏0412刑初1384号,江苏,常州市,武进区,320412,东部,cpca_court
025815cf-08bf-445b-a1a3-b103014bfeab,临泽县人民法院,（2023）甘0723刑初48号,甘肃,张掖市,临泽县,620723,西部,cpca_court
02693144-6dcd-4235-b783-b12501264568,余姚市人民法院,（2023）浙0281刑初351号,浙江,宁波市,余姚市,330281,东部,cpca_court
026fee52-1a65-4ad8-a308-af73001777cc,双峰县人民法院,（2022）湘1321民初1015号,湖南,娄底市,双峰县,431321,中部,cpca_court
027a0dcf-72ba-4eae-a5f9-b2300183849c,西安市灞桥区人民法院,(2024)陕0111民初119号,陕西,西安市,灞桥区,610111,西部,cpca_court
027c923d-1bc6-4c8e-b535-b17f00f2534b,伊川县人民法院,（2024）豫0329刑初91号,河南,洛阳市,伊川县,410329,中部,cpca_court
02838e60-a1ec-4304-ab9a-a70000f4f3c4,黑河市爱辉区人民法院,(2016)黑1102刑初120号,黑龙江,黑河市,爱辉区,231102,东北,cpca_court
02842291-4298-44d3-9059-adfb00230f18,黎川县人民法院,（2021）赣1022刑初53号,江西,抚州市,黎川县,361022,中部,cpca_court
02875b35-2793-472a-ba06-ad2600d66dbf,西峡县人民法院,（2021）豫1323刑初142号,河南,南阳市,西峡县,411323,中部,cpca_court
02882eaa-a2e0-45eb-895d-ae0c00f33925,广州市番禺区人民法院,(2021)粤0113民初10180号,广东,广州市,番禺区,440113,东部,cpca_court
028a064f-0c43-457d-a020-b17e0130f9f6,徐州市铜山区人民法院,（2024）苏0312民初38号,江苏,徐州市,铜山区,320312,东部,cpca_court
028d3475-48f9-4855-a7a1-a92e00b40239,徐州市云龙区人民法院,(2016)苏0303刑初452号,江苏,徐州市,云龙区,320303,东部,cpca_court
028fd645-b69e-4cfb-914d-b04200a1bee4,定边县人民法院,（2023）陕0825民初567号,陕西,榆林市,定边县,610825,西部,cpca_court
02918b71-09d7-4bc5-b3b8-a93701330a5a,湖北省武汉市中级人民法院,(2018)鄂01民终5652号,湖北,武汉市,,420100,中部,cpca_court
0295c03e-a541-495a-9182-ad3400ad251c,广东省深圳市中级人民法院,(2021)粤03民终106号,广东,深圳市,,440300,东部,cpca_court
0298f336-8725-4e50-ba13-ae0f01791d44,静安区人民法院,(2021)沪0106刑初1316号,上海,市辖区,静安区,310106,东部,cpca_court
029dcccb-828b-45b1-a28b-ae1b00327b04,大连市甘井子区人民法院,(2021)辽0211刑初669号,辽宁,大连市,甘井子区,210211,东北,cpca_court
02a11160-7a8c-4ff4-9f93-ac1c0014ebc2,辽宁省大连市中级人民法院,(2020)辽02民终5452号,辽宁,大连市,,210200,东北,cpca_court
02a1b4a3-84f8-4f51-8622-aad8003721fe,淮南市潘集区人民法院,(2019)皖0406民初2649号,安徽,淮南市,潘集区,340406,中部,cpca_court
02aaeb17-8f3e-48c5-860f-b12501244f0e,兴文县人民法院,(2023)川1528刑初123号,四川,宜宾市,兴文县,511528,西部,cpca_court
02ad55e7-4229-4ce6-984d-afb90019dfc9,宜章县人民法院,(2023)湘1022刑初26号,湖南,郴州市,宜章县,431022,中部,cpca_court
02afa232-6c58-40ae-b1d4-31666e170051,海淀区人民法院,（2021）京0108民初67072号,北京,市辖区,海淀区,110108,东部,cpca_court
02bec62f-8a8c-4159-923a-b0c400aa008a,松江区人民法院,（2023）沪0117刑初335号,上海,市辖区,松江区,310117,东部,cpca_court
02c1c594-0ea5-4a55-97d6-ad1300acf5f9,利川市人民法院,(2021)鄂2802刑初2号,湖北,恩施土家族苗族自治州,利川市,422802,中部,cpca_court
02c5e8f0-d406-4ec3-8e9a-ae8d01014e8a,永城市人民法院,（2021）豫1481民初9139号,河南,商丘市,永城市,411481,中部,cpca_court
02c69a20-f179-4dab-a178-aa9300a79fee,忠县人民法院,(2018)渝0233民初3890号,重庆,县,忠县,500233,西部,cpca_court
02c86253-0e45-4fc9-9608-ab2e008b6eb5,舞阳县人民法院,(2019)豫1121民初3110号,河南,漯河市,舞阳县,411121,中部,cpca_court
02cc4469-3be6-4aed-a9c5-b10e00c75f95,嘉兴市南湖区人民法院,（2022）浙0402刑初524号,浙江,嘉兴市,南湖区,330402,东部,cpca_court
02d1e762-8f2d-4a2e-98b8-ad9600e62361,深圳市罗湖区人民法院,（2021）粤0303民初17686号,广东,深圳市,罗湖区,440303,东部,cpca_court
02d390bc-37f1-4bc5-960b-abf80036bc89,广西壮族自治区河池市中级人民法院,(2020)桂12民终3号,广西,河池市,,451200,西部,cpca_court
02d4e9f0-d106-4024-a243-add000b873c7,山东省潍坊市中级人民法院,(2021)鲁07民终4349号,山东,潍坊市,,370700,东部,cpca_court
02da92d4-406b-4d21-931d-aca300a7b530,广东省佛山市中级人民法院,(2019)粤06民终11772号,广东,佛山市,,440600,东部,cpca_court
02e20479-c533-4e1e-be21-ac71004158e9,佛山市顺德区人民法院,(2020)粤0606民初2295号,广东,佛山市,顺德区,440606,东部,cpca_court
02e6dc05-1184-4d48-92b9-b21c00167185,鄂州市鄂城区人民法院,（2024）鄂0704刑初456号,湖北,鄂州市,鄂城区,420704,中部,cpca_court
02f511e5-5f46-46e6-9ce2-b1070130d473,江阴市人民法院,（2023）苏0281刑初2027号,江苏,无锡市,江阴市,320281,东部,cpca_court
02fad6cf-c97a-4c6a-8595-b13900c62543,平湖市人民法院,（2024）浙0482刑初171号,浙江,嘉兴市,平湖市,330482,东部,cpca_court
02fdb84d-1891-4444-817b-aff0009040a3,商洛市商州区人民法院,(2022)陕1002民初2017号,陕西,商洛市,商州区,611002,西部,cpca_court
0309410e-142f-403d-958d-aad400329240,辽宁省大连市中级人民法院,(2019)辽02民终7215号,辽宁,大连市,,210200,东北,cpca_court
030dfabf-b87d-4d8c-8df6-acc50098f58f,永春县人民法院,(2019)闽0525刑初133号,福建,泉州市,永春县,350525,东部,cpca_court
0311ed59-d7b1-45d2-bcb5-a88f010541a7,长沙市开福区人民法院,(2017)湘0105民初6277号,湖南,长沙市,开福区,430105,中部,cpca_court
03174a61-5e65-4e57-86f4-aebb0171882d,开封市顺河回族区人民法院,(2021)豫0203刑初58号,河南,开封市,顺河回族区,410203,中部,cpca_court
03260991-5de5-4334-9667-b25701536c9b,平江县人民法院,（2024）湘0626刑初515号,湖南,岳阳市,平江县,430626,中部,cpca_court
0330f73c-905b-4a73-83c2-ac06017f3bb0,西昌市人民法院,(2020)川3401刑初73号,四川,凉山彝族自治州,西昌市,513401,西部,cpca_court
033774f4-4ad2-431e-989e-acbf003b5e54,淮北市烈山区人民法院,(2020)皖0604刑初120号,安徽,淮北市,烈山区,340604,中部,cpca_court
03384e85-db47-46d1-ad4f-ae83013c13c9,西安市莲湖区人民法院,(2020)陕0104民初4211号,陕西,西安市,莲湖区,610104,西部,cpca_court
033a2d44-4b93-4749-91f5-ad16010cd553,镇江市京口区人民法院,(2020)苏1102民初2346号,江苏,镇江市,京口区,321102,东部,cpca_court
0340f889-c4f8-440e-a3f4-ab9d00368913,江西省赣州经济技术开发区人民法院,（2019）赣0791刑初297号,江西,赣州市,,360700,中部,cpca_court
03480f0e-7aa7-4720-8d94-aef10032c55e,龙川县人民法院,(2017)粤1622民初1312号,广东,河源市,龙川县,441622,东部,cpca_court
035063ae-21e5-46b3-ad27-b226013f2458,灌南县人民法院,（2024）苏0724民初3152号,江苏,连云港市,灌南县,320724,东部,cpca_court
036d104d-851a-497a-a514-af4f00b86181,上海市徐汇区人民法院,(2022)沪0104民初668号,上海,市辖区,徐汇区,310104,东部,cpca_court
036d9e60-7900-4645-abbc-a9a501813439,长沙市开福区人民法院,(2018)湘0105民初1103号,湖南,长沙市,开福区,430105,中部,cpca_court
0379c647-eb7d-432f-a25d-aa610112791f,西青区人民法院,（2018）津0111刑初834号,天津,市辖区,西青区,120111,东部,cpca_court
037a84ee-96ee-4dd7-ad59-a8e4003559b4,芦溪县人民法院,(2018)赣0323刑初33号,江西,萍乡市,芦溪县,360323,中部,cpca_court
037b7dc7-aa87-4464-96fd-ab74000c346a,北京市第一中级人民法院,(2020)京01民再1号,北京,,,110000,东部,cpca_court
037fe006-8281-45c4-9e32-b1b90012c7da,阜阳市颍州区人民法院,（2023）皖1202刑初499号,安徽,阜阳市,颍州区,341202,中部,cpca_court
03838eec-2bf0-4185-b39b-b15400212e47,福建省福鼎市人民法院,（2022）闽0982民初2448号,福建,宁德市,福鼎市,350982,东部,cpca_court
038db647-0e3b-418f-8e52-aebb3ca80aee,北京市第一中级人民法院,(2021)京01民终4053号,北京,,,110000,东部,cpca_court
0394a850-5c1d-4084-9dfc-ac2300169d0c,沈阳市大东区人民法院,(2020)辽0104民初888号,辽宁,沈阳市,大东区,210104,东北,cpca_court
03a05067-fc7d-4ffe-a0b9-ac67009b96b7,天门市人民法院,(2020)鄂9006刑初180号,湖北,省直辖县级行政区划,天门市,429006,中部,cpca_court
03a3c0f8-50e2-4ff5-af43-ac1c0097770c,合肥市瑶海区人民法院,(2020)皖0102民初1059号,安徽,合肥市,瑶海区,340102,中部,cpca_court
03a649ad-599c-4b1e-9014-ac69009e5260,绍兴市柯桥区人民法院,(2020)浙0603刑初715号,浙江,绍兴市,柯桥区,330603,东部,cpca_court
03a72ed0-c314-431a-9cec-a847013aba87,武汉市新洲区人民法院,(2017)鄂0117民初2860号,湖北,武汉市,新洲区,420117,中部,cpca_court
03a819e5-0c90-4530-af27-a9ba0024f138,大庆市红岗区人民法院,(2018)黑0605刑初187号,黑龙江,大庆市,红岗区,230605,东北,cpca_court
03af7569-35dd-48b6-b096-ab0d00a8939b,深圳市南山区人民法院,(2019)粤0305民初10322号,广东,深圳市,南山区,440305,东部,cpca_court
03b10e1d-cd40-42b0-a45f-aa960124f315,徐州市云龙区人民法院,(2019)苏0303刑初176号,江苏,徐州市,云龙区,320303,东部,cpca_court
03ba35b4-3994-4d1c-ba12-adf200e664d5,象州县人民法院,(2021)桂1322刑初210号,广西,来宾市,象州县,451322,西部,cpca_court
03be804b-9a26-4e85-8203-a91500c28552,江门市新会区人民法院,(2018)粤0705民初1472号,广东,江门市,新会区,440705,东部,cpca_court
03c390fb-add7-412a-b001-ade800ee2d55,集安市人民法院,（2021）吉0582民初1011号,吉林,通化市,集安市,220582,东北,cpca_court
03c3e4a9-581f-47ab-bd9c-b18f016c7c5b,南京市鼓楼区人民法院,（2022）苏0106民初6305号,江苏,南京市,鼓楼区,320106,东部,cpca_court
03c867eb-5481-44c7-9715-b19c006485c6,乌鲁木齐市水磨沟区人民法院,（2024）新0105民初3375号,新疆,乌鲁木齐市,水磨沟区,650105,西部,cpca_court
03d3815d-9335-41e1-b0cb-010789895938,北京市第三中级人民法院,(2020)京03刑初104号,北京,,,110000,东部,cpca_court
03db1035-5ca9-416d-bce1-ac9a003ff465,安徽省蚌埠市中级人民法院,(2020)皖03民终4266号,安徽,蚌埠市,,340300,中部,cpca_court
03db744d-c38d-472a-951f-ac6801021aba,商水县人民法院,(2020)豫1623民初3563号,河南,周口市,商水县,411623,中部,cpca_court
03dd4940-890e-4f4c-80f9-aaa200a05a34,绍兴市柯桥区人民法院,（2019）浙0603民初6119号,浙江,绍兴市,柯桥区,330603,东部,cpca_court
03e143f8-060b-46b1-b932-aaea00a7c575,深圳市龙岗区人民法院,(2019)粤0307民初8912号,广东,深圳市,龙岗区,440307,东部,cpca_court
03e1dcc5-ed4d-481b-871d-b1cd012b9432,江苏省镇江市中级人民法院,(2024)苏11民终792号,江苏,镇江市,,321100,东部,cpca_court
03e251cd-a67f-49bc-ab0a-ab1200a571a0,嘉定区人民法院,(2019)沪0114民初10473号,上海,市辖区,嘉定区,310114,东部,cpca_court
03e4eb6c-cbb1-4dd0-909c-af9b010a37fa,西安市阎良区人民法院,(2022)陕0114刑初185号,陕西,西安市,阎良区,610114,西部,cpca_court
03e73123-108c-4a1a-9c24-ae69009fe46d,深圳市南山区人民法院,（2021）粤0305刑初716号,广东,深圳市,南山区,440305,东部,cpca_court
