model,term,coef,std_err,p_value,ci_low,ci_high,nobs,rsquared,dep_mean,note,error,odds_ratio,pseudo_rsquared
m6_lpm_llm_amount,amount_llm_regex_conflict_flag,-0.05923868738352885,0.023721656142957327,0.012516393353711821,-0.10573227907736854,-0.012745095689689158,5581,0.16827256136150126,0.46927074001075075,LPM using LLM top-level amount instead of master amount.,,,
m7_lpm_regex_amount,post2021,0.07539930140398793,0.012494957704071706,1.5957585623792366e-09,0.0509096343156561,0.09988896849231976,5709,0.17211470396897366,0.47398843930635837,LPM using regex full-text maximum amount instead of master amount.,,,
m7_lpm_regex_amount,log_regex_text_max,-0.01196841924183483,0.0025888772341609847,3.782016898076029e-06,-0.017042525381186027,-0.006894313102483631,5709,0.17211470396897366,0.47398843930635837,LPM using regex full-text maximum amount instead of master amount.,,,
m7_lpm_regex_amount,amount_llm_regex_conflict_flag,-0.06282265239037779,0.02361309922401489,0.007802470856650809,-0.10910347643281768,-0.016541828347937916,5709,0.17211470396897366,0.47398843930635837,LPM using regex full-text maximum amount instead of master amount.,,,
m8_lpm_civil_only,post2021,0.09452733793335212,0.013408128212616766,1.789145273612047e-12,0.06824788953652786,0.12080678633017639,5175,0.09454907320538919,0.42028985507246375,Civil/commercial subsample LPM.,,,
m8_lpm_civil_only,log_amount_master,-0.005414730137586044,0.0036717304922532106,0.140291078509987,-0.01261118966333986,0.0017817293881677732,5175,0.09454907320538919,0.42028985507246375,Civil/commercial subsample LPM.,,,
m8_lpm_civil_only,amount_llm_regex_conflict_flag,-0.10722402985763009,0.03356920559865885,0.0014025839752148043,-0.17301846382062178,-0.041429595894638405,5175,0.09454907320538919,0.42028985507246375,Civil/commercial subsample LPM.,,,
m8_lpm_civil_only,amount_regex_fallback_flag,0.2063478561030125,0.04298591892485201,1.5838120899088703e-06,0.12209700316794385,0.29059870903808116,5175,0.09454907320538919,0.42028985507246375,Civil/commercial subsample LPM.,,,
m9_lpm_strict_dv,post2021,0.07836013917161971,0.012517743155962895,3.8516151174607637e-10,0.05382581341820969,0.10289446492502974,5661,0.17574488958164625,0.46952835188129305,"Robustness LPM: strict invalid/unformed DV, excluding partial/other validity labels.",,,
m9_lpm_strict_dv,log_amount_master,0.003790951318271198,0.003174131104361055,0.23234997663261936,-0.0024302313284848176,0.010012133965027214,5661,0.17574488958164625,0.46952835188129305,"Robustness LPM: strict invalid/unformed DV, excluding partial/other validity labels.",,,
m9_lpm_strict_dv,amount_llm_regex_conflict_flag,-0.06479636803293654,0.023422457699782875,0.005667539525994812,-0.11070354155392384,-0.018889194511949224,5661,0.17574488958164625,0.46952835188129305,"Robustness LPM: strict invalid/unformed DV, excluding partial/other validity labels.",,,
m9_lpm_strict_dv,amount_regex_fallback_flag,0.18159582157904383,0.03834786102697745,2.185290329447741e-06,0.10643539508202085,0.2567562480760668,5661,0.17574488958164625,0.46952835188129305,"Robustness LPM: strict invalid/unformed DV, excluding partial/other validity labels.",,,
m10_amount_alignment_ols,log_regex_text_max,0.566401215887438,0.010527328539878974,0.0,0.5457680310958546,0.5870344006790214,11680,0.5675370118496202,12.201673984300825,OLS: LLM amount alignment with regex full-text maximum amount.,,,
m12_lpm_amount_quartile,C(amount_quartile)[T.Q2],-0.03759586112526056,0.016444703598799203,0.02224263275479582,-0.06982688791534322,-0.005364834335177905,5708,0.16750265217895377,0.4742466713384723,LPM using master-amount quartiles instead of a linear log amount.,,,
m12_lpm_amount_quartile,C(amount_quartile)[T.Q3],-0.0030752523198312367,0.01726181387999401,0.8586024379570785,-0.036907785832453105,0.030757281192790628,5708,0.16750265217895377,0.4742466713384723,LPM using master-amount quartiles instead of a linear log amount.,,,
m12_lpm_amount_quartile,C(amount_quartile)[T.Q4最高],-0.02556954509675832,0.02118777833951672,0.22750673630281337,-0.06709682755462897,0.015957737361112324,5708,0.16750265217895377,0.4742466713384723,LPM using master-amount quartiles instead of a linear log amount.,,,
m12_lpm_amount_quartile,amount_llm_regex_conflict_flag,-0.05108662848717037,0.02396558467818844,0.03303429161851486,-0.09805831132486464,-0.004114945649476086,5708,0.16750265217895377,0.4742466713384723,LPM using master-amount quartiles instead of a linear log amount.,,,
m12_lpm_amount_quartile,amount_regex_fallback_flag,0.1726648915068224,0.03835342140489308,6.733525302258305e-06,0.09749356686934436,0.24783621614430046,5708,0.16750265217895377,0.4742466713384723,LPM using master-amount quartiles instead of a linear log amount.,,,
m13_lpm_civil_amount_quartile,C(amount_quartile)[T.Q2],-0.03839541155250657,0.01685562940549806,0.022732630582869083,-0.07143183812403706,-0.005358984980976096,5174,0.0875394238102305,0.4205643602628527,Civil/commercial LPM using master-amount quartiles.,,,
m13_lpm_civil_amount_quartile,C(amount_quartile)[T.Q3],-0.011350213420508317,0.017872312463762245,0.5253811584591246,-0.04637930216992864,0.023678875328912,5174,0.0875394238102305,0.4205643602628527,Civil/commercial LPM using master-amount quartiles.,,,
m13_lpm_civil_amount_quartile,C(amount_quartile)[T.Q4最高],-0.06890019655442232,0.02400744183407454,0.004105346087195235,-0.11595391791014864,-0.021846475198696008,5174,0.0875394238102305,0.4205643602628527,Civil/commercial LPM using master-amount quartiles.,,,
m13_lpm_civil_amount_quartile,amount_llm_regex_conflict_flag,-0.10138148000822536,0.03407149973712581,0.002924628588410124,-0.16816039239225788,-0.03460256762419285,5174,0.0875394238102305,0.4205643602628527,Civil/commercial LPM using master-amount quartiles.,,,
m13_lpm_civil_amount_quartile,amount_regex_fallback_flag,0.21220144704012447,0.04374582237063898,1.2297566185089616e-06,0.12646121071958547,0.2979416833606635,5174,0.0875394238102305,0.4205643602628527,Civil/commercial LPM using master-amount quartiles.,,,
m14_lpm_policy_q4,I(amount_quartile == 'Q4最高')[T.True],0.004429765642139502,0.024741441869529004,0.8579044564500455,-0.04406256934772869,0.052922100632007696,5707,0.1721615713296718,0.47415454704748555,LPM interaction between post-2021 period and top master-amount quartile.,,,
m14_lpm_policy_q4,post2021,0.07995677773562113,0.013808133293405269,7.015354113347112e-09,0.052893333786818354,0.1070202216844239,5707,0.1721615713296718,0.47415454704748555,LPM interaction between post-2021 period and top master-amount quartile.,,,
m14_lpm_policy_q4,post2021:I(amount_quartile == 'Q4最高')[T.True],-0.0211390791377086,0.030972346010293257,0.4949135979261712,-0.08184376183459621,0.03956560355917902,5707,0.1721615713296718,0.47415454704748555,LPM interaction between post-2021 period and top master-amount quartile.,,,
m14_lpm_policy_q4,amount_llm_regex_conflict_flag,-0.05123001206208695,0.02389300667513724,0.03202146728197676,-0.09805944462773104,-0.004400579496442861,5707,0.1721615713296718,0.47415454704748555,LPM interaction between post-2021 period and top master-amount quartile.,,,
m14_lpm_policy_q4,amount_regex_fallback_flag,0.1799596734358015,0.0377416004434355,1.8587495008404084e-06,0.10598749584776698,0.253931851023836,5707,0.1721615713296718,0.47415454704748555,LPM interaction between post-2021 period and top master-amount quartile.,,,
m11_logit_simple,post2021,0.2617254906350933,0.05490370151996539,1.8699699013164554e-06,,,5709,,0.47398843930635837,Low-dimensional logit; high-dimensional categorical controls caused singularity.,,1.2991698591822258,0.0203455221111265
m11_logit_simple,log_amount_master,0.13945674040287,0.013059893919392832,1.2868202597174048e-26,,,5709,,0.47398843930635837,Low-dimensional logit; high-dimensional categorical controls caused singularity.,,1.1496490712866598,0.0203455221111265
m11_logit_simple,amount_llm_regex_conflict_flag,0.23296666324332052,0.11520157366039709,0.04315027942273618,,,5709,,0.47398843930635837,Low-dimensional logit; high-dimensional categorical controls caused singularity.,,1.2623393963245075,0.0203455221111265
m11_logit_simple,amount_regex_fallback_flag,1.0724947376756406,0.20723415326171446,2.2756962097360928e-07,,,5709,,0.47398843930635837,Low-dimensional logit; high-dimensional categorical controls caused singularity.,,2.922661686850502,0.0203455221111265
