doc_id,year,post2021,case_domain,contract_validity,contract_invalid,contract_invalid_strict,activity_type,transaction_type,index_case_cause,amount_master_cny,llm_top_case_amount_cny,regex_text_amount_max_cny,log_amount_master,log_llm_case_amount,log_regex_text_max,amount_quartile,q4_amount,amount_master_source,amount_regex_fallback_flag,amount_llm_regex_conflict_flag,region_province,region_city,region_macro,region_big4,court_level_group,cause_group
00769a6e-cb03-46d4-abf4-acc600b68a60,2021.0,1.0,行政,,,,,其他/未分类,行政强制,110000.0,110000.0,130000.0,11.60824473564232,11.60824473564232,11.775297421715829,Q2,0,llm_top_case_amount,0,0,浙江,金华市,东部,1,中级法院,其他
007723ea-379a-40ba-9725-ace200b896f2,2020.0,0.0,刑事,,,,技术服务,技术服务,帮助信息网络犯罪活动罪,1116765.8,1116765.8,7100000.0,13.92594828275467,13.92594828275467,15.775605482856603,Q4最高,1,llm_top_case_amount,0,0,河南,濮阳市,中部,0,基层法院,帮助信息网络犯罪活动罪
007a3a11-a762-4486-b915-a7da0010c5df,2017.0,0.0,民商事,,,,,技术服务,侵害作品信息网络传播权纠纷,320.0,320.0,180000.0,5.771441123130016,5.771441123130016,12.100717685412471,Q1最低,0,llm_top_case_amount,0,0,北京,市辖区,东部,1,基层法院,侵害作品信息网络传播权纠纷
0081fe44-39a9-448c-a965-b22100164ff7,2024.0,1.0,民商事,无效,1.0,1.0,场外交易(OTC),交易/买卖,赠与合同纠纷,150000.0,150000.0,350983.35,11.918397239722838,11.918397239722838,12.76849691455939,Q2,0,llm_top_case_amount,0,0,湖北,武汉市,中部,0,基层法院,其他
0082727d-3655-471e-af30-ae9b00405d03,2021.0,1.0,民商事,无效,1.0,1.0,,其他/未分类,侵害商标权纠纷,80000.0,80000.0,250000.0,11.289794413577894,11.289794413577894,12.429220196836384,Q2,0,llm_top_case_amount,0,0,广东,茂名市,东部,1,中级法院,其他
0085de59-2374-4694-8043-ae4900c61445,2021.0,1.0,民商事,,,,委托理财/代投,投资/理财,不当得利纠纷,135450.0,135450.0,135450.0,11.816365230284068,11.816365230284068,11.816365230284068,Q2,0,llm_top_case_amount,0,0,浙江,嘉兴市,东部,1,基层法院,不当得利纠纷
00899652-010c-4ec1-8c35-aa790175c510,2019.0,0.0,民商事,,,,发币/ICO,ICO/发币,生命权、身体权、健康权纠纷,4127.21,4127.21,36789.0,8.32559917796048,8.32559917796048,10.51298134809882,Q1最低,0,llm_top_case_amount,0,0,山东,德州市,东部,0,中级法院,其他
00913bd1-2a4f-4c5d-b92e-af5000357917,2022.0,1.0,民商事,,,,,技术服务,侵害作品信息网络传播权纠纷,8000.0,8000.0,5000000.0,8.987321812850125,8.987321812850125,15.424948670398354,Q1最低,0,llm_top_case_amount,0,0,广东,佛山市,东部,1,中级法院,侵害作品信息网络传播权纠纷
0092aa11-6f60-4026-bbac-ae7c01014e6b,2021.0,1.0,民商事,有效,0.0,0.0,虚拟货币借贷,借贷,民间借贷纠纷,60000.0,60000.0,1000000.0,11.002116507732016,11.002116507732016,13.815511557963774,Q2,0,llm_top_case_amount,0,0,河南,焦作市,中部,0,基层法院,民间借贷纠纷
0092ebed-18ef-4fe4-9052-b0fb00cac6aa,2023.0,1.0,刑事,,,,场外交易(OTC),交易/买卖,掩饰、隐瞒犯罪所得、犯罪所得收益罪,28278.0,28278.0,159658.48,10.24987475870638,10.24987475870638,11.980798576273529,Q1最低,0,llm_top_case_amount,0,0,湖南,永州市,中部,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪
00933878-740d-4d23-b3e0-aa5300c22d0a,2019.0,0.0,民商事,,,,,其他民商事,不当得利纠纷,130000.0,130000.0,130000.0,11.775297421715829,11.775297421715829,11.775297421715829,Q2,0,llm_top_case_amount,0,0,河南,许昌市,中部,0,中级法院,不当得利纠纷
00975cc0-642b-4b1c-9ed7-aef700227d91,2022.0,1.0,民商事,有效,0.0,0.0,技术服务,技术服务,合同纠纷,3190.0,3190.0,6830.0,8.068089626278244,8.068089626278244,8.82922635473185,Q1最低,0,llm_top_case_amount,0,0,辽宁,沈阳市,东北,0,中级法院,合同纠纷
009f8c7e-17af-483b-a6d8-a9bc003c76f5,2018.0,0.0,民商事,有效,0.0,0.0,虚拟货币借贷,借贷,合同纠纷,169969.22,,169969.22,12.04337852421662,,12.04337852421662,Q3,0,regex_text_amount_max,1,0,北京,,东部,1,中级法院,合同纠纷
00a43770-3ba6-489d-a996-b1af00c618e8,2024.0,1.0,刑事,,,,技术服务,技术服务,帮助信息网络犯罪活动罪,2501551.45,2501551.45,2501551.45,14.732422077110131,14.732422077110131,14.732422077110131,Q4最高,1,llm_top_case_amount,0,0,浙江,宁波市,东部,1,基层法院,帮助信息网络犯罪活动罪
00ac3559-ba5e-4332-aac6-ab79009a4ec0,2019.0,0.0,民商事,部分无效,1.0,1.0,委托理财/代投,投资/理财,委托理财合同纠纷,10500.0,10500.0,50000.0,9.259225769705994,9.259225769705994,10.819798284210286,Q1最低,0,llm_top_case_amount,0,0,广东,佛山市,东部,1,中级法院,委托理财合同纠纷
00ad39b1-71d9-42f9-b4db-aa4e00b819fd,2019.0,0.0,刑事,,,,场外交易(OTC),交易/买卖,诈骗罪,30000.0,30000.0,500000.0,10.308985993422082,10.308985993422082,13.122365377402328,Q1最低,0,llm_top_case_amount,0,0,江苏,扬州市,东部,0,基层法院,诈骗罪
00b32277-2f39-4803-a2d2-a70f00e83693,2017.0,0.0,刑事,,,,,其他/未分类,组织、领导传销活动罪,2245254.0,2245254.0,3110000.0,14.624329658454222,14.624329658454222,14.950133605698774,Q4最高,1,llm_top_case_amount,0,0,山东,潍坊市,东部,0,基层法院,组织、领导传销活动罪
00b44dc0-64fe-4513-a17e-af7b010aa539,2021.0,1.0,刑事,,,,场外交易(OTC),交易/买卖,帮助信息网络犯罪活动罪,1026000.0,1026000.0,1026000.0,13.841179279371246,13.841179279371246,13.841179279371246,Q4最高,1,llm_top_case_amount,0,0,湖南,,中部,0,基层法院,帮助信息网络犯罪活动罪
00b8c0a8-24f5-4937-a5ee-acbf003abf15,2020.0,0.0,刑事,,,,,其他/未分类,诈骗罪,6410000.0,,6410000.0,15.67336998490308,,15.67336998490308,Q4最高,1,regex_text_amount_max,1,0,安徽,淮北市,中部,0,基层法院,诈骗罪
00ba538c-a627-4b54-9403-b10400330a76,2023.0,1.0,刑事,,,,技术服务,技术服务,掩饰、隐瞒犯罪所得、犯罪所得收益罪,309469.0,309469.0,1378290.0,12.642616435875604,12.642616435875604,14.136354883878145,Q3,0,llm_top_case_amount,0,0,内蒙古,鄂尔多斯市,西部,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪
00c4b18b-aee6-4e31-96e0-ac29009fa5f6,2020.0,0.0,刑事,,,,,其他/未分类,非法吸收公众存款罪,16780000.0,16780000.0,20000000000.0,16.635698318598088,16.635698318598088,23.7189981105504,Q4最高,1,llm_top_case_amount,0,0,江西,鹰潭市,中部,0,基层法院,非法吸收公众存款罪
00c4f4d9-1578-480b-9056-b1b600fce05f,2024.0,1.0,民商事,,,,,其他/未分类,侵害商标权纠纷,40000.0,40000.0,40000.0,10.59665973278358,10.59665973278358,10.59665973278358,Q1最低,0,llm_top_case_amount,0,0,吉林,长春市,东北,0,中级法院,其他
00da0c14-4a50-4870-99c6-cc02b42a0e90,2015.0,0.0,刑事,,,,虚拟货币买卖,交易/买卖,窃取、收买、非法提供信用卡信息罪,26000.0,,26000.0,10.165890277802454,,10.165890277802454,Q1最低,0,regex_text_amount_max,1,0,重庆,市辖区,西部,0,基层法院,其他
00e150db-5dbf-4e2b-948e-acc800d6ba1c,2021.0,1.0,刑事,,,,技术服务,技术服务,帮助信息网络犯罪活动罪,20010599.65,20010599.65,20010599.65,16.811772723600654,16.811772723600654,16.811772723600654,Q4最高,1,llm_top_case_amount,0,0,河南,许昌市,中部,0,基层法院,帮助信息网络犯罪活动罪
00e7609d-2bba-410d-881a-ae17000257fb,2021.0,1.0,刑事,,,,,其他/未分类,帮助信息网络犯罪活动罪,91800000.0,91800000.0,91809980.0,18.335122866483964,18.335122866483964,18.335231575170727,Q4最高,1,llm_top_case_amount,0,0,福建,泉州市,东部,0,基层法院,帮助信息网络犯罪活动罪
00ed61a1-b138-4cd8-a130-abc100a1abcc,2020.0,0.0,刑事,,,,虚拟货币交易,交易/买卖,诈骗罪,6270.0,6270.0,16270.0,8.74369111054302,8.74369111054302,9.69713966113932,Q1最低,0,llm_top_case_amount,0,0,山东,日照市,东部,0,基层法院,诈骗罪
00ee5b5a-70aa-4de9-aba4-b24f00a7f013,2024.0,1.0,刑事,,,,场外交易(OTC),交易/买卖,掩饰、隐瞒犯罪所得、犯罪所得收益罪,121457.0,121457.0,163521.0,11.707323802989633,11.707323802989633,12.004702816842444,Q2,0,llm_top_case_amount,0,0,陕西,安康市,西部,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪
00eee110-d3b2-4e83-947b-aca700a8a208,2020.0,0.0,刑事,,,,,其他/未分类,开设赌场罪,7759789.0,7759789.0,7759789.0,15.864465829937552,15.864465829937552,15.864465829937552,Q4最高,1,llm_top_case_amount,0,0,浙江,台州市,东部,1,基层法院,开设赌场罪
00f00c7f-4d90-46b8-9eea-ad7901678406,2021.0,1.0,民商事,无效,1.0,1.0,委托理财/代投,投资/理财,民间委托理财合同纠纷,15500.0,15500.0,31000.0,9.648659816955297,9.648659816955297,10.34177474101152,Q1最低,0,llm_top_case_amount,0,0,四川,成都市,西部,0,中级法院,民间委托理财合同纠纷
00f16d59-4396-471f-8217-b23e002a3b9b,2024.0,1.0,民商事,有效,0.0,0.0,,技术服务,网络服务合同纠纷,202634.0,202634.0,607902.0,12.219161610071891,12.219161610071891,13.317770608746844,Q3,0,llm_top_case_amount,0,0,广东,广州市,东部,1,基层法院,网络服务合同纠纷
00f1ea9e-c64d-488b-a4bf-a9210115a534,2017.0,0.0,民商事,,,,,技术服务,侵害作品信息网络传播权纠纷,9000.0,9000.0,10000000.0,9.105090961257083,9.105090961257083,16.118095750958314,Q1最低,0,llm_top_case_amount,0,0,广东,广州市,东部,1,基层法院,侵害作品信息网络传播权纠纷
00f77e9d-5d96-403f-97a8-ace000a18989,2020.0,0.0,民商事,,,,,其他民商事,合同纠纷,47561.0,47561.0,57561.0,10.76978940206521,10.76978940206521,10.960617906749295,Q2,0,llm_top_case_amount,0,0,河南,安阳市,中部,0,基层法院,合同纠纷
00f8ad61-f2f7-4e1a-9085-b107016c2172,2023.0,1.0,刑事,,,,,其他/未分类,诈骗罪,5000.0,5000.0,5000.0,8.517393171418904,8.517393171418904,8.517393171418904,Q1最低,0,llm_top_case_amount,0,0,贵州,黔东南苗族侗族自治州,西部,0,基层法院,诈骗罪
00fd21d3-2ea8-45fa-92c0-adee013cf884,2021.0,1.0,刑事,,,,发币/ICO,ICO/发币,诈骗罪,138196.0,138196.0,30000.0,11.836435482410048,11.836435482410048,10.308985993422082,Q2,0,llm_top_case_amount,0,1,湖南,湘潭市,中部,0,基层法院,诈骗罪
0107ca59-f15f-42b5-8d98-b1c50025b718,2023.0,1.0,民商事,有效,0.0,0.0,,其他/未分类,信用卡纠纷,58427.57,58427.57,58427.57,10.975560261519748,10.975560261519748,10.975560261519748,Q2,0,llm_top_case_amount,0,0,广东,佛山市,东部,1,基层法院,其他
0110c03d-720a-41bd-ae65-ac0f0123a617,2020.0,0.0,刑事,无效,1.0,1.0,发币/ICO,ICO/发币,组织、领导传销活动罪,30000.0,30000.0,30000.0,10.308985993422082,10.308985993422082,10.308985993422082,Q1最低,0,llm_top_case_amount,0,0,广东,东莞市,东部,1,基层法院,组织、领导传销活动罪
01128fcc-f493-4cbe-9420-abd5005f2df0,2020.0,0.0,民商事,未成立,1.0,1.0,挖矿,借贷,民间借贷纠纷,180000.0,180000.0,180000.0,12.100717685412471,12.100717685412471,12.100717685412471,Q3,0,llm_top_case_amount,0,0,浙江,杭州市,东部,1,基层法院,民间借贷纠纷
01136d97-bc6b-4923-81d4-ab2f00edd3cc,2019.0,0.0,民商事,,,,场外交易(OTC),交易/买卖,不当得利纠纷,103800.0,103800.0,103800.0,11.550230883578887,11.550230883578887,11.550230883578887,Q2,0,llm_top_case_amount,0,0,陕西,安康市,西部,0,基层法院,不当得利纠纷
011eca99-a16e-4777-a9de-ac86009d6373,2020.0,0.0,民商事,有效,0.0,0.0,虚拟货币借贷,借贷,合同纠纷,70000.0,70000.0,70000.0,11.156264806643742,11.156264806643742,11.156264806643742,Q2,0,llm_top_case_amount,0,0,福建,龙岩市,东部,0,基层法院,合同纠纷
011fa472-61a6-45d5-9e18-b14100335645,2024.0,1.0,刑事,,,,技术服务,技术服务,诈骗罪,49876.0,49876.0,49876.0,10.817315253638798,10.817315253638798,10.817315253638798,Q2,0,llm_top_case_amount,0,0,广西,贵港市,西部,0,基层法院,诈骗罪
012181c5-7ec9-4c0b-b9d0-aab6009bfa80,2019.0,0.0,民商事,,,,虚拟货币买卖,交易/买卖,买卖合同纠纷,140000.0,140000.0,140000.0,11.849404844423074,11.849404844423074,11.849404844423074,Q2,0,llm_top_case_amount,0,0,山东,临沂市,东部,0,基层法院,买卖合同纠纷
012eba41-d46d-4601-a29a-ae67010b34e5,2022.0,1.0,刑事,,,,挖矿,挖矿,盗窃罪,16272.0,16272.0,16272.0,9.697262571660614,9.697262571660614,9.697262571660614,Q1最低,0,llm_top_case_amount,0,0,陕西,延安市,西部,0,基层法院,盗窃罪
012f917c-379c-42cd-a248-aea300122ff6,2022.0,1.0,民商事,部分无效,1.0,1.0,虚拟货币借贷,借贷,民间借贷纠纷,61000.0,61000.0,160000.0,11.0186455364637,11.0186455364637,11.982935344196433,Q2,0,llm_top_case_amount,0,0,安徽,淮北市,中部,0,基层法院,民间借贷纠纷
0131269d-e9f9-4b80-afce-aba30121e9f8,2020.0,0.0,刑事,,,,发币/ICO,ICO/发币,组织、领导传销活动罪,15976050.0,15976050.0,15976050.0,16.586601346361125,16.586601346361125,16.586601346361125,Q4最高,1,llm_top_case_amount,0,0,新疆,伊犁哈萨克自治州,西部,0,基层法院,组织、领导传销活动罪
0135db38-2a16-4e36-9ca6-ae45006b29c9,2021.0,1.0,民商事,未成立,1.0,1.0,虚拟货币投资,投资/理财,不当得利纠纷,21740.0,21740.0,21740.0,9.986955157777391,9.986955157777391,9.986955157777391,Q1最低,0,llm_top_case_amount,0,0,四川,雅安市,西部,0,基层法院,不当得利纠纷
0136fe38-b7fd-4784-a26a-ac9300e15b10,2020.0,0.0,民商事,无效,1.0,1.0,委托理财/代投,投资/理财,民间委托理财合同纠纷,59349.9,59349.9,72756.3,10.991222564202534,10.991222564202534,11.194884523642264,Q2,0,llm_top_case_amount,0,0,山东,济南市,东部,0,基层法院,民间委托理财合同纠纷
013d3bdd-025c-485a-b9d5-ad4400a85769,2021.0,1.0,民商事,未成立,1.0,1.0,,借贷,民间借贷纠纷,18000.0,18000.0,18000.0,9.798182590890704,9.798182590890704,9.798182590890704,Q1最低,0,llm_top_case_amount,0,0,吉林,延边朝鲜族自治州,东北,0,基层法院,民间借贷纠纷
01452d16-aa9a-48f8-bf4e-ae0100ab9b22,2021.0,1.0,刑事,,,,技术服务,技术服务,帮助信息网络犯罪活动罪,26734820.92,26734820.92,26734820.92,17.10147746541142,17.10147746541142,17.10147746541142,Q4最高,1,llm_top_case_amount,0,0,广东,深圳市,东部,1,基层法院,帮助信息网络犯罪活动罪
014e8636-bf8c-4ef2-b0ea-a9a1013df1a8,2018.0,0.0,民商事,有效,0.0,0.0,,其他民商事,计算机软件开发合同纠纷,60300.0,60300.0,67000.0,11.007103966325696,11.007103966325696,11.112462823634855,Q2,0,llm_top_case_amount,0,0,北京,,东部,1,中级法院,其他
01561eee-0895-46eb-b84c-ae0b009f5d85,2021.0,1.0,刑事,,,,技术服务,技术服务,帮助信息网络犯罪活动罪,30000.0,30000.0,200000.0,10.308985993422082,10.308985993422082,12.206077645517674,Q1最低,0,llm_top_case_amount,0,0,河北,张家口市,东部,0,基层法院,帮助信息网络犯罪活动罪
015f1d05-5d98-446f-a08d-aef70015160e,2022.0,1.0,刑事,,,,支付结算,其他/未分类,帮助信息网络犯罪活动罪,200000.0,200000.0,8707009.31,12.206077645517674,12.206077645517674,15.979639041914796,Q3,0,llm_top_case_amount,0,0,湖南,常德市,中部,0,基层法院,帮助信息网络犯罪活动罪
01686f4c-0cac-4ec7-a75d-af02009d7d4d,2022.0,1.0,民商事,,,,,借贷,民间借贷纠纷,60000.0,60000.0,80500.0,11.002116507732016,11.002116507732016,11.296024885689746,Q2,0,llm_top_case_amount,0,0,辽宁,沈阳市,东北,0,中级法院,民间借贷纠纷
016926bb-2924-4b72-bf8a-adb2013a38fd,2021.0,1.0,民商事,有效,0.0,0.0,,其他民商事,车辆租赁合同纠纷,30000.0,30000.0,53825.0,10.308985993422082,10.308985993422082,10.893511900787338,Q1最低,0,llm_top_case_amount,0,0,湖南,郴州市,中部,0,中级法院,其他
0172e4cd-ca27-487c-a42d-af800011a8b7,2022.0,1.0,民商事,有效,0.0,0.0,买卖合同,交易/买卖,买卖合同纠纷,4400.0,4400.0,5160.0,8.38958706681109,8.38958706681109,8.548885638148727,Q1最低,0,llm_top_case_amount,0,0,安徽,芜湖市,中部,0,基层法院,买卖合同纠纷
017dd5b3-5344-4063-9a4e-a850010076a9,2017.0,0.0,刑事,,,,虚拟货币诈骗,其他/未分类,诈骗罪,13200.0,13200.0,3819.0,9.48804786328076,9.48804786328076,8.24800570160062,Q1最低,0,llm_top_case_amount,0,1,江苏,无锡市,东部,0,基层法院,诈骗罪
018017e3-ba45-42bb-a908-acde010c1f0b,2021.0,1.0,民商事,有效,0.0,0.0,虚拟货币借贷,借贷,民间借贷纠纷,832491.4,832491.4,2950000.0,13.632179371665936,13.632179371665936,14.897316067298997,Q4最高,1,llm_top_case_amount,0,0,上海,,东部,1,中级法院,民间借贷纠纷
0180600f-2325-4c55-ad7a-ae160158921b,2021.0,1.0,民商事,未成立,1.0,1.0,委托理财/代投,投资/理财,民间借贷纠纷,115500.0,115500.0,115500.0,11.657034466915164,11.657034466915164,11.657034466915164,Q2,0,llm_top_case_amount,0,0,福建,南平市,东部,0,中级法院,民间借贷纠纷
0182866d-e232-4c08-a979-ae9d00fd5332,2022.0,1.0,刑事,,,,场外交易(OTC),交易/买卖,掩饰、隐瞒犯罪所得、犯罪所得收益罪,9325092.65,9325092.65,9325092.65,16.048219566339167,16.048219566339167,16.048219566339167,Q4最高,1,llm_top_case_amount,0,0,河南,驻马店市,中部,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪
01829bc4-e452-4c6e-937e-ac86000a2e13,2020.0,0.0,行政,,,,,其他/未分类,其他行政行为,200.0,200.0,100.0,5.303304908059076,5.303304908059076,4.61512051684126,Q1最低,0,llm_top_case_amount,0,1,北京,,东部,1,高级法院,其他
01930869-60ad-4a1f-b27c-ac1c010987bc,2020.0,0.0,民商事,有效,0.0,0.0,,其他/未分类,共有纠纷,65000.0,65000.0,180000.0,11.082157933374816,11.082157933374816,12.100717685412471,Q2,0,llm_top_case_amount,0,0,河南,郑州市,中部,0,基层法院,其他
019acff4-6b5a-491d-94d2-ac9300a318b1,2020.0,0.0,刑事,,,,,其他/未分类,走私、贩卖、运输、制造毒品罪,10000.0,,10000.0,9.210440366976515,,9.210440366976515,Q1最低,0,regex_text_amount_max,1,0,山东,日照市,东部,0,基层法院,走私、贩卖、运输、制造毒品罪
019eb4ab-bd0f-49b9-a919-ac9800c67c56,2020.0,0.0,刑事,,,,场外交易(OTC),交易/买卖,掩饰、隐瞒犯罪所得、犯罪所得收益罪,35999.0,35999.0,107389.0,10.491274217438248,10.491274217438248,11.584222346852265,Q1最低,0,llm_top_case_amount,0,1,河南,驻马店市,中部,0,基层法院,掩饰、隐瞒犯罪所得、犯罪所得收益罪
01ae1b8d-8519-41bd-b46b-af9b002b60e8,2022.0,1.0,刑事,,,,,其他/未分类,盗窃罪,250000.0,250000.0,360000.0,12.429220196836384,12.429220196836384,12.793862088206213,Q3,0,llm_top_case_amount,0,0,江西,上饶市,中部,0,基层法院,盗窃罪
01b5c267-207d-4376-b901-b1d700176e20,2024.0,1.0,刑事,,,,技术服务,技术服务,帮助信息网络犯罪活动罪,21868181.16,21868181.16,21868181.16,16.90054326894221,16.90054326894221,16.90054326894221,Q4最高,1,llm_top_case_amount,0,0,湖南,衡阳市,中部,0,基层法院,帮助信息网络犯罪活动罪
01b6213d-bc39-49cd-849f-a9c400387179,2018.0,0.0,刑事,,,,发币/ICO,ICO/发币,组织、领导传销活动罪,495000.0,495000.0,495000.0,13.112315061750808,13.112315061750808,13.112315061750808,Q3,0,llm_top_case_amount,0,0,广西,桂林市,西部,0,基层法院,组织、领导传销活动罪
01bfa303-6242-4209-bbcd-a9b600cdf800,2018.0,0.0,刑事,,,,,其他/未分类,组织、领导传销活动罪,20000.0,,20000.0,9.90353755128617,,9.90353755128617,Q1最低,0,regex_text_amount_max,1,0,广东,深圳市,东部,1,基层法院,组织、领导传销活动罪
01d49922-96ea-4a2f-92c9-ab2d0145231c,2019.0,0.0,刑事,,,,,其他/未分类,开设赌场罪,420957.86,420957.86,420957.86441,12.950290388174672,12.950290388174672,12.950290398650754,Q3,0,llm_top_case_amount,0,0,广东,中山市,东部,1,基层法院,开设赌场罪
01d55157-fc15-4ee6-9895-ab800111ee35,2019.0,0.0,民商事,有效,0.0,0.0,委托理财/代投,投资/理财,委托理财合同纠纷,6520.0,6520.0,7600.0,8.782783017393202,8.782783017393202,8.936035096566041,Q1最低,0,llm_top_case_amount,0,0,江苏,宿迁市,东部,0,基层法院,委托理财合同纠纷
01d72974-fa13-4510-b792-ae0400c667ba,2021.0,1.0,刑事,,,,,其他/未分类,帮助信息网络犯罪活动罪,7320000.0,7320000.0,163530.0,15.806121022549506,15.806121022549506,12.004757853793656,Q4最高,1,llm_top_case_amount,0,1,浙江,金华市,东部,1,基层法院,帮助信息网络犯罪活动罪
01d7a384-06a4-4d33-aab9-af9c00fedb13,2022.0,1.0,刑事,,,,,其他/未分类,帮助信息网络犯罪活动罪,5595587.92,5595587.92,5000000.0,15.53748915245521,15.53748915245521,15.424948670398354,Q4最高,1,llm_top_case_amount,0,1,安徽,淮南市,中部,0,基层法院,帮助信息网络犯罪活动罪
01da1e1a-e5e5-4480-8120-ad9c00f2bc45,2021.0,1.0,民商事,无效,1.0,1.0,发币/ICO,ICO/发币,买卖合同纠纷,44160.0,44160.0,48200.0,10.69559732562212,10.69559732562212,10.783135046711443,Q2,0,llm_top_case_amount,0,0,浙江,绍兴市,东部,1,基层法院,买卖合同纠纷
01da65ae-5804-441c-98a1-ac960122dbc2,2020.0,0.0,民商事,有效,0.0,0.0,技术服务,技术服务,合同纠纷,58750.0,58750.0,62936.0,10.98106345313814,10.98106345313814,11.049889505040086,Q2,0,llm_top_case_amount,0,0,江苏,常州市,东部,0,基层法院,合同纠纷
