doc_id,year,post2017,post2021,case_domain,contract_validity,contract_invalid,contract_invalid_strict,amount_master_cny,llm_top_case_amount_cny,regex_text_amount_max_cny,amount_master_source,amount_regex_fallback_flag,amount_llm_regex_conflict_flag,log_amount_master,high_amount,log_llm_case_amount,log_regex_text_max,amount_quartile,region_province,region_city,region_macro,region_source,region_big4,court_level_group,cause_group,activity_group,index_case_cause,index_case_number,case_number,doc_type,case_type_primary,activity_type,transaction_type,year_group,q4_amount
02a1b4a3-84f8-4f51-8622-aad8003721fe,2019.0,1.0,0.0,民商事,有效,0.0,0.0,1670100.0,1670100.0,1670100.0,llm_top_case_amount,0,0,14.32839466160607,1.0,14.32839466160607,14.32839466160607,Q4最高,安徽,淮南市,中部,cpca_court,0,基层法院,买卖合同纠纷,买卖合同,买卖合同纠纷,（2019）皖0406民初2649号,(2019)皖0406民初2649号,,,买卖合同,交易/买卖,2019,1
02afa232-6c58-40ae-b1d4-31666e170051,2022.0,1.0,1.0,民商事,部分无效,1.0,1.0,189588.37,189588.37,350000.0,llm_top_case_amount,0,0,12.15261580183049,1.0,12.15261580183049,12.765691290604371,Q3,北京,市辖区,东部,cpca_court,1,基层法院,民间借贷纠纷,未分类,民间借贷纠纷,（2021）京0108民初67072号,（2021）京0108民初67072号,,,,借贷,2022,0
02c5e8f0-d406-4ec3-8e9a-ae8d01014e8a,2021.0,1.0,1.0,民商事,有效,0.0,0.0,100000.0,100000.0,100000.0,llm_top_case_amount,0,0,11.51293546492023,0.0,11.51293546492023,11.51293546492023,Q2,河南,商丘市,中部,cpca_court,0,基层法院,民间借贷纠纷,委托理财/代投,民间借贷纠纷,（2021）豫1481民初9139号,（2021）豫1481民初9139号,,,委托理财/代投,投资/理财,2021,0
02c69a20-f179-4dab-a178-aa9300a79fee,2018.0,1.0,0.0,民商事,有效,0.0,0.0,130000.0,130000.0,130000.0,llm_top_case_amount,0,0,11.775297421715829,0.0,11.775297421715829,11.775297421715829,Q2,重庆,县,西部,cpca_court,0,基层法院,民间借贷纠纷,虚拟货币投资,民间借贷纠纷,（2018）渝0233民初3890号,(2018)渝0233民初3890号,,,虚拟货币投资,投资/理财,2018,0
02c86253-0e45-4fc9-9608-ab2e008b6eb5,2019.0,1.0,0.0,民商事,未成立,1.0,1.0,100000.0,100000.0,100000.0,llm_top_case_amount,0,0,11.51293546492023,0.0,11.51293546492023,11.51293546492023,Q2,河南,漯河市,中部,cpca_court,0,基层法院,不当得利纠纷,委托理财/代投,不当得利纠纷,（2019）豫1121民初3110号,(2019)豫1121民初3110号,,,委托理财/代投,投资/理财,2019,0
02d1e762-8f2d-4a2e-98b8-ad9600e62361,2021.0,1.0,1.0,民商事,有效,0.0,0.0,1200000.0,1200000.0,1200000.0,llm_top_case_amount,0,0,13.997832948091215,1.0,13.997832948091215,13.997832948091215,Q4最高,广东,深圳市,东部,cpca_court,1,基层法院,民间借贷纠纷,虚拟货币借贷,民间借贷纠纷,（2021）粤0303民初17686号,（2021）粤0303民初17686号,,,虚拟货币借贷,借贷,2021,1
02d390bc-37f1-4bc5-960b-abf80036bc89,2020.0,1.0,0.0,民商事,未成立,1.0,1.0,17000.0,17000.0,20000.0,llm_top_case_amount,0,0,9.741027444837728,0.0,9.741027444837728,9.90353755128617,Q1最低,广西,河池市,西部,cpca_court,0,中级法院,民间借贷纠纷,委托理财/代投,民间借贷纠纷,（2020）?桂12民终3号,(2020)桂12民终3号,,,委托理财/代投,投资/理财,2020,0
02d4e9f0-d106-4024-a243-add000b873c7,2021.0,1.0,1.0,民商事,有效,0.0,0.0,93150.0,93150.0,105000.0,llm_top_case_amount,0,0,11.441977111345166,0.0,11.441977111345166,11.561725152903833,Q2,山东,潍坊市,东部,cpca_court,0,中级法院,民间借贷纠纷,委托理财/代投,民间借贷纠纷,（2021）鲁07民终4349号,(2021)鲁07民终4349号,,,委托理财/代投,投资/理财,2021,0
02da92d4-406b-4d21-931d-aca300a7b530,2019.0,1.0,0.0,民商事,未成立,1.0,1.0,41485.5,41485.5,66685.5,llm_top_case_amount,0,0,10.633123352092056,0.0,10.633123352092056,11.107757812617717,Q2,广东,佛山市,东部,cpca_court,1,中级法院,其他,虚拟货币投资,财产损害赔偿纠纷,（2019）粤06民终11772号,(2019)粤06民终11772号,,,虚拟货币投资,投资/理财,2019,0
02e20479-c533-4e1e-be21-ac71004158e9,2020.0,1.0,0.0,民商事,未成立,1.0,1.0,22500.0,22500.0,1327500.0,llm_top_case_amount,0,0,10.021315031649332,0.0,10.021315031649332,14.098808785393617,Q1最低,广东,佛山市,东部,cpca_court,1,基层法院,民间借贷纠纷,委托理财/代投,民间借贷纠纷,（2020）粤0606民初2295号,(2020)粤0606民初2295号,,,委托理财/代投,投资/理财,2020,0
02fdb84d-1891-4444-817b-aff0009040a3,2022.0,1.0,1.0,民商事,有效,0.0,0.0,45000.0,45000.0,240000.0,llm_top_case_amount,0,0,10.714439990727769,0.0,10.714439990727769,12.388398368982116,Q2,陕西,商洛市,西部,cpca_court,0,基层法院,委托合同纠纷,委托理财/代投,委托合同纠纷,（2022）陕1002民初2017号,(2022)陕1002民初2017号,,,委托理财/代投,投资/理财,2022,0
0309410e-142f-403d-958d-aad400329240,2019.0,1.0,0.0,民商事,有效,0.0,0.0,33505.0,33505.0,33505.0,llm_top_case_amount,0,0,10.419479806253475,0.0,10.419479806253475,10.419479806253475,Q1最低,辽宁,大连市,东北,cpca_court,0,中级法院,民间借贷纠纷,委托理财/代投,民间借贷纠纷,（2019）辽02民终7215号,(2019)辽02民终7215号,,,委托理财/代投,投资/理财,2019,0
0311ed59-d7b1-45d2-bcb5-a88f010541a7,2018.0,1.0,0.0,民商事,无效,1.0,1.0,78408555.0,78408555.0,78408555.0,llm_top_case_amount,0,0,18.177443612019164,1.0,18.177443612019164,18.177443612019164,Q4最高,湖南,长沙市,中部,cpca_court,0,基层法院,其他,虚拟货币借贷,确认合同有效纠纷,（2017）湘0105民初6277号,(2017)湘0105民初6277号,,,虚拟货币借贷,借贷,2018,1
03384e85-db47-46d1-ad4f-ae83013c13c9,2020.0,1.0,0.0,民商事,有效,0.0,0.0,188970.4,188970.4,331750.0,llm_top_case_amount,0,0,12.149350959840014,1.0,12.149350959840014,12.71213996650792,Q3,陕西,西安市,西部,cpca_court,0,基层法院,合同纠纷,挖矿,合同纠纷,（2020）陕0104民初4211号,(2020)陕0104民初4211号,,,挖矿,挖矿,2020,0
033a2d44-4b93-4749-91f5-ad16010cd553,2021.0,1.0,1.0,民商事,有效,0.0,0.0,235000.0,235000.0,235000.0,llm_top_case_amount,0,0,12.367345048436391,1.0,12.367345048436391,12.367345048436391,Q3,江苏,镇江市,东部,cpca_court,0,基层法院,民间借贷纠纷,挖矿,民间借贷纠纷,（2020）苏1102民初2346号,(2020)苏1102民初2346号,,,挖矿,借贷,2021,0
03480f0e-7aa7-4720-8d94-aef10032c55e,2018.0,1.0,0.0,民商事,有效,0.0,0.0,74000.0,74000.0,78000.0,llm_top_case_amount,0,0,11.211833885608511,0.0,11.211833885608511,11.264476926102368,Q2,广东,河源市,东部,cpca_court,1,基层法院,买卖合同纠纷,挖矿,买卖合同纠纷,（2017）粤1622民初1312号,(2017)粤1622民初1312号,,,挖矿,交易/买卖,2018,0
035063ae-21e5-46b3-ad27-b226013f2458,2024.0,1.0,1.0,民商事,无效,1.0,1.0,100000.0,100000.0,100000.0,llm_top_case_amount,0,0,11.51293546492023,0.0,11.51293546492023,11.51293546492023,Q2,江苏,连云港市,东部,cpca_court,0,基层法院,合同纠纷,虚拟货币投资,合同纠纷,（2024）苏0724民初3152号,（2024）苏0724民初3152号,,,虚拟货币投资,投资/理财,2024,0
036d104d-851a-497a-a514-af4f00b86181,2022.0,1.0,1.0,民商事,有效,0.0,0.0,26.0,26.0,9400.26,llm_top_case_amount,0,0,3.295836866004329,0.0,3.295836866004329,9.148599001828387,Q1最低,上海,市辖区,东部,cpca_court,1,基层法院,委托理财合同纠纷,委托理财/代投,委托理财合同纠纷,（2022）沪0104民初668号,(2022)沪0104民初668号,,,委托理财/代投,投资/理财,2022,0
036d9e60-7900-4645-abbc-a9a501813439,2018.0,1.0,0.0,民商事,有效,0.0,0.0,300000.0,,300000.0,regex_text_amount_max,1,0,12.611541086966117,1.0,,12.611541086966117,Q3,湖南,长沙市,中部,cpca_court,0,基层法院,其他,未分类,劳动争议,（2018）湘0105民初1103号,(2018)湘0105民初1103号,,,,其他/未分类,2018,0
03838eec-2bf0-4185-b39b-b15400212e47,2023.0,1.0,1.0,民商事,无效,1.0,1.0,1200000.0,1200000.0,1200000.0,llm_top_case_amount,0,0,13.997832948091215,1.0,13.997832948091215,13.997832948091215,Q4最高,福建,宁德市,东部,cpca_court,0,基层法院,合同纠纷,虚拟货币投资,合同纠纷,（2022）闽0982民初2448号,（2022）闽0982民初2448号,,,虚拟货币投资,投资/理财,2023,1
038db647-0e3b-418f-8e52-aebb3ca80aee,2021.0,1.0,1.0,民商事,有效,0.0,0.0,124559.0,124559.0,500000.0,llm_top_case_amount,0,0,11.73254280650788,0.0,11.73254280650788,13.122365377402328,Q2,北京,,东部,cpca_court,1,中级法院,民间借贷纠纷,虚拟货币借贷,民间借贷纠纷,（2021）京01民终4053号,(2021)京01民终4053号,,,虚拟货币借贷,借贷,2021,0
