doc_id,case_number,court_name,court_level,judgment_date,first_instance_case_number,region,doc_type,case_type_primary,case_type_secondary,procedure_stage,is_appeal,plaintiff_types,defendant_types,vc_involved,currency_types,activity_type,total_amount_cny,legal_characterization,vc_property_legality,contract_validity,reason_for_invalidity,cited_laws,cited_policies,judicial_framing,outcome_summary,reasoning_summary,agreement_rate,final_label_source,models_used,amount_mean_regex,amount_max_regex,amount_median_regex,amount_count_regex,contract_validity_regex,case_amount
00568c00-d718-4376-a780-aff10015beb9,（2022）鄂0822刑初120号,沙洋县人民法院,基层法院,2022-11-24,,,,,,一审,0,,,,,技术服务,900000,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,900000,900000,900000,1,1,900000
00625ad3-2104-47fe-8fbe-adac00e111f5,（2021）湘0482民初2219号,常宁市人民法院,基层法院,2021-08-23,,,,,,一审,0,,,,,委托理财/代投,50000,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,50000,50000,50000,1,1,50000
00769a6e-cb03-46d4-abf4-acc600b68a60,(2020)浙07行终946号,浙江省金华市中级人民法院,中院,2021-01-15,,,,,,二审,1,,,,,,110000,行政强制行为,,,,,,,,,1.0,majority_vote,QWEN3_32B,110000,110000,110000,1,1,110000
007723ea-379a-40ba-9725-ace200b896f2,(2020)豫0902刑初429号,濮阳市华龙区人民法院,基层法院,2020-12-29,,,,,,一审,0,,,,,技术服务,1116765.8,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,1116765.8,1116765.8,1116765.8,1,1,1116765.8
007a3a11-a762-4486-b915-a7da0010c5df,(2017)京0108民初22621号,海淀区人民法院,基层法院,2017-06-29,,,,,,一审,0,,,,,,320,信息网络传播权侵权,,,,,,,,,1.0,majority_vote,QWEN3_32B,320,320,320,1,1,320
0081fe44-39a9-448c-a965-b22100164ff7,(2024)鄂0106民初9729号,武汉市武昌区人民法院,基层法院,2024-08-29,,,,,,一审,0,,,,,场外交易(OTC),150000,赠与合同无效,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,150000,150000,150000,1,1,150000
0082727d-3655-471e-af30-ae9b00405d03,(2021)粤09民初80号,广东省茂名市中级人民法院,中级法院,2021-09-30,,,,,,一审,0,,,,,,80000,侵害商标权及不正当竞争,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,80000,80000,80000,1,1,80000
0085de59-2374-4694-8043-ae4900c61445,(2020)浙0411民初4423号,嘉兴市秀洲区人民法院,基层法院,2021-10-19,,,,,,一审,0,,,,,委托理财/代投,135450,买卖合同,,,,,,,,,1.0,majority_vote,QWEN3_32B,135450,135450,135450,1,1,135450
00899652-010c-4ec1-8c35-aa790175c510,(2019)鲁14民终1009号,山东省德州市中级人民法院,中院,2019-05-16,,,,,,二审,1,,,,,发币/ICO,4127.21,侵权责任,,,,,,,,,1.0,majority_vote,QWEN3_32B,4127.21,4127.21,4127.21,1,1,4127.21
00913bd1-2a4f-4c5d-b92e-af5000357917,(2022)粤06民终10050号,广东省佛山市中级人民法院,中级法院,2022-08-19,,,,,,二审,1,,,,,,8000,侵害信息网络传播权,,,,,,,,,1.0,majority_vote,QWEN3_32B,8000,8000,8000,1,1,8000
0092aa11-6f60-4026-bbac-ae7c01014e6b,(2021)豫0883民初3451号,孟州市人民法院,基层法院,2021-12-03,,,,,,一审,0,,,,,虚拟货币借贷,60000,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,60000,60000,60000,1,1,60000
0092ebed-18ef-4fe4-9052-b0fb00cac6aa,（2023）湘1129刑初472号,江华瑶族自治县人民法院,基层法院,2023-11-22,,,,,,一审,0,,,,,场外交易(OTC),28278,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,28278,28278,28278,1,1,28278
00933878-740d-4d23-b3e0-aa5300c22d0a,（2019）豫10民终746号,河南省许昌市中级人民法院,中院,2019-04-01,河南省XXXXXX人民法院民事判决,,,,,二审,1,,,,,,130000,不当得利,,,,,,,,,1.0,majority_vote,QWEN3_32B,130000,130000,130000,1,1,130000
00975cc0-642b-4b1c-9ed7-aef700227d91,(2022)辽01民终9482号,辽宁省沈阳市中级人民法院,中院,2022-08-08,,,,,,二审,1,,,,,技术服务,3190,合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,3190,3190,3190,1,1,3190
009f8c7e-17af-483b-a6d8-a9bc003c76f5,（2018）京01民终9579号,北京市第一中级人民法院,中院,2018-12-10,,,,,,二审,1,,,,,虚拟货币借贷,NA,合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,NA,NA,NA,1,1,NA
00a43770-3ba6-489d-a996-b1af00c618e8,（2024）浙0225刑初227号,象山县人民法院,基层法院,2024-06-27,,,,,,一审,0,,,,,技术服务,2501551.45,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,2501551.45,2501551.45,2501551.45,1,1,2501551.45
00ac3559-ba5e-4332-aac6-ab79009a4ec0,(2019)粤06民终11306号,广东省佛山市中级人民法院,中院,2019-10-31,未提及,,,,,二审,1,,,,,委托理财/代投,10500,委托理财合同,,部分无效,,,,,,,1.0,majority_vote,QWEN3_32B,10500,10500,10500,1,1,10500
00ad39b1-71d9-42f9-b4db-aa4e00b819fd,(2019)苏1023刑初189号,宝应县人民法院,基层法院,2019-04-18,,,,,,一审,0,,,,,场外交易(OTC),30000,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,30000,30000,30000,1,1,30000
00b32277-2f39-4803-a2d2-a70f00e83693,(2016)鲁0781刑初第522号,青州市人民法院,基层法院,2017-01-20,,,,,,一审,0,,,,,,2245254,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,2245254,2245254,2245254,1,1,2245254
00b44dc0-64fe-4513-a17e-af7b010aa539,（2021）湘0182刑初655号,宁乡市人民法院,基层法院,2021-07-09,,,,,,一审,0,,,,,场外交易(OTC),1026000,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,1026000,1026000,1026000,1,1,1026000
00ba538c-a627-4b54-9403-b10400330a76,（2023）内0602刑初326号,鄂尔多斯市东胜区人民法院,基层法院,2023-08-31,,,,,,一审,0,,,,,技术服务,309469,掩饰、隐瞒犯罪所得罪；帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,309469,309469,309469,1,1,309469
00c4b18b-aee6-4e31-96e0-ac29009fa5f6,(2020)赣0681刑初242号,贵溪市人民法院,基层法院,2020-07-17,,,,,,一审,0,,,,,,16780000,非法吸收公众存款罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,16780000,16780000,16780000,1,1,16780000
00c4f4d9-1578-480b-9056-b1b600fce05f,(2024)吉01民终4116号,吉林省长春市中级人民法院,中院,2024-06-14,,,,,,二审,1,,,,,,40000,商标侵权,,,,,,,,,1.0,majority_vote,QWEN3_32B,40000,40000,40000,1,1,40000
00da0c14-4a50-4870-99c6-cc02b42a0e90,(2015)南法刑初字第00848号,南岸区人民法院,基层法院,2015-08-20,,,,,,一审,0,,,,,虚拟货币买卖,NA,收买信用卡信息罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,NA,NA,NA,1,1,NA
00e150db-5dbf-4e2b-948e-acc800d6ba1c,(2020)豫1002刑初597号,许昌市魏都区人民法院,基层法院,2021-02-01,,,,,,一审,0,,,,,技术服务,20010599.65,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,20010599.65,20010599.65,20010599.65,1,1,20010599.65
00e7609d-2bba-410d-881a-ae17000257fb,（2021）闽0581刑初1132号,石狮市人民法院,基层法院,2021-09-28,,,,,,一审,0,,,,,,91800000,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,91800000,91800000,91800000,1,1,91800000
00ed61a1-b138-4cd8-a130-abc100a1abcc,（2020）鲁1121刑初26号,五莲县人民法院,基层法院,2020-03-30,,,,,,一审,0,,,,,虚拟货币交易,6270,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,6270,6270,6270,1,1,6270
00ee5b5a-70aa-4de9-aba4-b24f00a7f013,(2024)陕0925刑初79号,岚皋县人民法院,基层法院,2024-11-19,,,,,,一审,0,,,,,场外交易(OTC),121457,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,121457,121457,121457,1,1,121457
00eee110-d3b2-4e83-947b-aca700a8a208,(2020)浙1023刑初320号,天台县人民法院,基层法院,2020-11-30,,,,,,一审,0,,,,,,7759789,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,7759789,7759789,7759789,1,1,7759789
00f00c7f-4d90-46b8-9eea-ad7901678406,(2021)川01民终6652号,四川省成都市中级人民法院,中院,2021-07-02,,,,,,二审,1,,,,,委托理财/代投,15500,委托合同无效,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,15500,15500,15500,1,1,15500
00f16d59-4396-471f-8217-b23e002a3b9b,(2024)粤0192民初10766号,广州互联网法院,基层法院,2024-10-09,,,,,,一审,0,,,,,,202634,网络服务合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,202634,202634,202634,1,1,202634
00f1ea9e-c64d-488b-a4bf-a9210115a534,(2017)粤0112民初3516号,广州市黄埔区人民法院,基层法院,2017-09-22,,,,,,一审,0,,,,,,9000,信息网络传播权侵权,,,,,,,,,1.0,majority_vote,QWEN3_32B,9000,9000,9000,1,1,9000
00f77e9d-5d96-403f-97a8-ace000a18989,(2020)豫0581民初986号,林州市人民法院,基层法院,2020-05-29,,,,,,一审,1,,,,,,47561,买卖合同关系,,,,,,,,,1.0,majority_vote,QWEN3_32B,47561,47561,47561,1,1,47561
00f8ad61-f2f7-4e1a-9085-b107016c2172,(2023)黔2632刑初141号,榕江县人民法院,基层法院,2023-08-11,,,,,,一审,0,,,,,,5000,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,5000,5000,5000,1,1,5000
00fd21d3-2ea8-45fa-92c0-adee013cf884,（2021）湘0302刑初581号,湘潭市雨湖区人民法院,基层法院,2021-09-23,,,,,,一审,0,,,,,发币/ICO,138196,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,138196,138196,138196,1,1,138196
0107ca59-f15f-42b5-8d98-b1c50025b718,（2023）粤0604民初10780号,佛山市禅城区人民法院,基层法院,2023-06-14,,,,,,一审,0,,,,,,58427.57,合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,58427.57,58427.57,58427.57,1,1,58427.57
0110c03d-720a-41bd-ae65-ac0f0123a617,(2020)粤1972刑初1703号,东莞市第二人民法院,基层法院,2020-06-01,,,,,,一审,0,,,,,发币/ICO,30000,组织、领导传销活动罪,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,30000,30000,30000,1,1,30000
01128fcc-f493-4cbe-9420-abd5005f2df0,(2019)浙0105民初7754号,杭州市拱墅区人民法院,基层法院,2020-03-01,,,,,,一审,0,,,,,挖矿,180000,民间借贷,,未成立,,,,,,,1.0,majority_vote,QWEN3_32B,180000,180000,180000,1,1,180000
01136d97-bc6b-4923-81d4-ab2f00edd3cc,（2019）陕0921民初1112号,汉阴县人民法院,基层法院,2019-11-20,,,,,,一审,0,,,,,场外交易(OTC),103800,不当得利,,,,,,,,,1.0,majority_vote,QWEN3_32B,103800,103800,103800,1,1,103800
011eca99-a16e-4777-a9de-ac86009d6373,(2020)闽0823民初1901号,上杭县人民法院,基层法院,2020-09-14,,,,,,一审,0,,,,,虚拟货币借贷,70000,合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,70000,70000,70000,1,1,70000
011fa472-61a6-45d5-9e18-b14100335645,(2024)桂0802刑初11号,广西壮族自治区贵港市港北区人民法院,基层法院,2024-01-15,,,,,,一审,0,,,,,技术服务,49876,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,49876,49876,49876,1,1,49876
012181c5-7ec9-4c0b-b9d0-aab6009bfa80,(2019)鲁1311民初1617号,临沂市罗庄区人民法院,基层法院,2019-06-14,,,,,,一审,0,,,,,虚拟货币买卖,140000,买卖合同关系,,,,,,,,,1.0,majority_vote,QWEN3_32B,140000,140000,140000,1,1,140000
012eba41-d46d-4601-a29a-ae67010b34e5,(2022)陕0626刑初14号,吴起县人民法院,基层法院,2022-01-20,,,,,,一审,0,,,,,挖矿,16272,盗窃罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,16272,16272,16272,1,1,16272
012f917c-379c-42cd-a248-aea300122ff6,（2022）皖0603民初687号,淮北市相山区人民法院,基层法院,2022-03-21,,,,,,一审,0,,,,,虚拟货币借贷,61000,民间借贷,,部分无效,,,,,,,1.0,majority_vote,QWEN3_32B,61000,61000,61000,1,1,61000
0131269d-e9f9-4b80-afce-aba30121e9f8,(2020)新4002刑初110号,伊宁市人民法院,基层法院,2020-03-31,,,,,,一审,0,,,,,发币/ICO,15976050,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,15976050,15976050,15976050,1,1,15976050
0135db38-2a16-4e36-9ca6-ae45006b29c9,(2021)川1826民初1093号,芦山县人民法院,基层法院,2021-12-20,,,,,,一审,0,,,,,虚拟货币投资,21740,不当得利纠纷,,未成立,,,,,,,1.0,majority_vote,QWEN3_32B,21740,21740,21740,1,1,21740
0136fe38-b7fd-4784-a26a-ac9300e15b10,(2020)鲁0102民初4037号,济南市历下区人民法院,基层法院,2020-07-27,,,,,,一审,0,,,,,委托理财/代投,59349.9,民间委托理财合同纠纷,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,59349.9,59349.9,59349.9,1,1,59349.9
013d3bdd-025c-485a-b9d5-ad4400a85769,（2021）吉2401民初2351号,延吉市人民法院,基层法院,2021-05-12,,,,,,一审,0,,,,,,18000,民间借贷,,未成立,,,,,,,1.0,majority_vote,QWEN3_32B,18000,18000,18000,1,1,18000
01452d16-aa9a-48f8-bf4e-ae0100ab9b22,(2021)粤0306刑初795号,深圳市宝安区人民法院,基层法院,2021-03-24,,,,,,一审,0,,,,,技术服务,26734820.92,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,26734820.92,26734820.92,26734820.92,1,1,26734820.92
014e8636-bf8c-4ef2-b0ea-a9a1013df1a8,(2018)京73民初233号,北京知识产权法院,中院,2018-06-28,,,,,,一审,0,,,,,,60300,计算机软件开发合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,60300,60300,60300,1,1,60300
01561eee-0895-46eb-b84c-ae0b009f5d85,(2021)冀0731刑初181号,涿鹿县人民法院,基层法院,2021-12-10,,,,,,一审,0,,,,,技术服务,30000,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,30000,30000,30000,1,1,30000
015f1d05-5d98-446f-a08d-aef70015160e,(2022)湘0721刑初101号,安乡县人民法院,基层法院,2022-07-25,,,,,,一审,0,,,,,支付结算,200000,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,200000,200000,200000,1,1,200000
01686f4c-0cac-4ec7-a75d-af02009d7d4d,（2022）辽01民终6772号,辽宁省沈阳市中级人民法院,中院,2022-07-19,XXXXXX人民法院民事判决,,,,,二审,1,,,,,,60000,民间借贷,,,,,,,,,1.0,majority_vote,QWEN3_32B,60000,60000,60000,1,1,60000
016926bb-2924-4b72-bf8a-adb2013a38fd,（2021）湘10民终2049号,湖南省郴州市中级人民法院,中院,2021-09-22,,,,,,二审/终审,1,,,,,,30000,租赁合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,30000,30000,30000,1,1,30000
0172e4cd-ca27-487c-a42d-af800011a8b7,（2022）皖0223民初4491号,南陵县人民法院,基层法院,2022-11-29,,,,,,一审,0,,,,,买卖合同,4400,买卖合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,4400,4400,4400,1,1,4400
017dd5b3-5344-4063-9a4e-a850010076a9,(2017)苏0214刑初477号,无锡市新吴区人民法院,基层法院,2017-09-07,,,,,,一审,0,,,,,虚拟货币诈骗,13200,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,13200,13200,13200,1,1,13200
018017e3-ba45-42bb-a908-acde010c1f0b,(2020)沪01民终12370号,上海市第一中级人民法院,中院,2021-01-28,,,,,,二审,1,,,,,虚拟货币借贷,832491.4,民间借贷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,832491.4,832491.4,832491.4,1,1,832491.4
0180600f-2325-4c55-ad7a-ae160158921b,（2021）闽07民终2157号,福建省南平市中级人民法院,中院,2021-12-07,,,,,,二审,1,,,,,委托理财/代投,115500,民间借贷,,未成立,,,,,,,1.0,majority_vote,QWEN3_32B,115500,115500,115500,1,1,115500
0182866d-e232-4c08-a979-ae9d00fd5332,（2022）豫1724刑初90号,正阳县人民法院,基层法院,2022-04-15,,,,,,一审,0,,,,,场外交易(OTC),9325092.65,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,9325092.65,9325092.65,9325092.65,1,1,9325092.65
01829bc4-e452-4c6e-937e-ac86000a2e13,（2020）京行终5167号,北京市高级人民法院,高级法院,2020-11-25,,,,,,二审,1,,,,,,200,商标权无效宣告请求,,,,,,,,,1.0,majority_vote,QWEN3_32B,200,200,200,1,1,200
01930869-60ad-4a1f-b27c-ac1c010987bc,(2020)豫0105民初8630号,郑州市金水区人民法院,基层法院,2020-08-06,,,,,,一审,0,,,,,,65000,合伙关系及退伙协议,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,65000,65000,65000,1,1,65000
019acff4-6b5a-491d-94d2-ac9300a318b1,(2020)鲁1103刑初304号,日照市岚山区人民法院,基层法院,2020-12-04,,,,,,一审,0,,,,,,NA,贩卖毒品罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,NA,NA,NA,1,1,NA
019eb4ab-bd0f-49b9-a919-ac9800c67c56,（2020）豫1726刑初430号,泌阳县人民法院,基层法院,2020-12-04,,,,,,一审,0,,,,,场外交易(OTC),35999,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,35999,35999,35999,1,1,35999
01ae1b8d-8519-41bd-b46b-af9b002b60e8,（2022）赣1102刑初456号,上饶市信州区人民法院,基层法院,2022-12-26,,,,,,一审,0,,,,,,250000,盗窃罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,250000,250000,250000,1,1,250000
01b5c267-207d-4376-b901-b1d700176e20,(2023)湘0424刑初250号,衡东县人民法院,基层法院,2024-03-19,,,,,,一审,0,,,,,技术服务,21868181.16,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,21868181.16,21868181.16,21868181.16,1,1,21868181.16
01b6213d-bc39-49cd-849f-a9c400387179,(2018)桂0323刑初51号,灵川县人民法院,基层法院,2018-09-19,,,,,,一审,0,,,,,发币/ICO,495000,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,495000,495000,495000,1,1,495000
01bfa303-6242-4209-bbcd-a9b600cdf800,(2018)粤0303刑初503号,深圳市罗湖区人民法院,基层法院,2018-06-08,,,,,,一审,0,,,,,,NA,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,NA,NA,NA,1,1,NA
01d49922-96ea-4a2f-92c9-ab2d0145231c,(2019)粤2072刑初1459号,中山市第二人民法院,基层法院,2019-09-16,,,,,,一审,0,,,,,,420957.86,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,420957.86,420957.86,420957.86,1,1,420957.86
01d55157-fc15-4ee6-9895-ab800111ee35,(2019)苏1322民初16704号,沭阳县人民法院,基层法院,2019-12-30,,,,,,一审,0,,,,,委托理财/代投,6520,委托合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,6520,6520,6520,1,1,6520
01d72974-fa13-4510-b792-ae0400c667ba,（2021）浙0702刑初461号,金华市婺城区人民法院,基层法院,2021-05-17,,,,,,一审,0,,,,,,7320000,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,7320000,7320000,7320000,1,1,7320000
01d7a384-06a4-4d33-aab9-af9c00fedb13,(2022)皖0422刑初360号,寿县人民法院,基层法院,2022-12-06,,,,,,一审,0,,,,,,5595587.92,帮助信息网络犯罪活动罪、掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,5595587.92,5595587.92,5595587.92,1,1,5595587.92
01da1e1a-e5e5-4480-8120-ad9c00f2bc45,(2021)浙0683民初1529号,嵊州市人民法院,基层法院,2021-04-23,,,,,,一审,0,,,,,发币/ICO,44160,买卖合同无效,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,44160,44160,44160,1,1,44160
01da65ae-5804-441c-98a1-ac960122dbc2,（2020）苏0481民初2469号,溧阳市人民法院,基层法院,2020-07-24,,,,,,一审,0,,,,,技术服务,58750,合同纠纷,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,58750,58750,58750,1,1,58750
01e8dee3-d945-4c32-b9eb-ae0b00b84c03,(2021)鄂0982刑初31号,安陆市人民法院,基层法院,2021-04-30,,,,,,一审,0,,,,,虚拟货币借贷,84939532.34,开设赌场罪,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,84939532.34,84939532.34,84939532.34,1,1,84939532.34
01e96f45-823f-450e-9c2f-a747009005f3,(2016)冀0402刑初112号,邯郸市邯山区人民法院,基层法院,2016-09-27,,,,,,一审,0,,,,,虚拟货币交易,92888.4,信用卡诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,92888.4,92888.4,92888.4,1,1,92888.4
01fcda89-9d71-49f9-8868-aefc0022be0d,(2022)辽01民终7621号,辽宁省沈阳市中级人民法院,中院,2022-08-19,,,,,,二审,1,,,,,发币/ICO,285000,委托合同,,无效,,,,,,,1.0,majority_vote,QWEN3_32B,285000,285000,285000,1,1,285000
020db0d3-ea18-4063-8a7b-b21f00e2e5ee,(2024)沪0104刑初780号,上海市徐汇区人民法院,基层法院,2024-10-16,,,,,,一审,0,,,,,其他,360000,掩饰、隐瞒犯罪所得罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,360000,360000,360000,1,1,360000
021fd753-acf5-44f3-9f30-adc80099e850,（2021）粤1971刑初1498号,东莞市第一人民法院,基层法院,2021-03-23,,,,,,一审,0,,,,,,305099,帮助信息网络犯罪活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,305099,305099,305099,1,1,305099
02251d00-3494-491b-8c88-abad012de07c,(2019)湘1126刑初302号,宁远县人民法院,基层法院,2020-04-08,,,,,,一审,0,,,,,,22575,开设赌场罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,22575,22575,22575,1,1,22575
02266a4a-ae5e-43b2-87e7-a9f10164b3cc,（2019）皖0504刑初11号,马鞍山市雨山区人民法院,基层法院,2019-01-24,,,,,,一审,0,,,,,挖矿,143176.6,诈骗罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,143176.6,143176.6,143176.6,1,1,143176.6
0228a7a1-60bc-4e28-a9af-ab3400178796,(2018)冀0633刑初39号,易县人民法院,基层法院,2019-11-26,,,,,,一审,0,,,,,虚拟货币返利/传销,NA,组织、领导传销活动罪,,,,,,,,,1.0,majority_vote,QWEN3_32B,NA,NA,NA,1,1,NA
022a4622-f25e-4743-9c29-39f83ee3c175,(2023)京0491民初16021号,北京互联网法院,基层法院,2023-12-28,,,,,,一审,0,,,,,场外交易(OTC),61993.55,网络服务合同,,有效,,,,,,,1.0,majority_vote,QWEN3_32B,61993.55,61993.55,61993.55,1,1,61993.55
